GEOID,pop,pop_moe,income,income_moe,units,units_moe,occupied,occupied_moe,pop65,pop65_moe,acs_year
060133310002,1823,823,,,732,345,695,343,529,325.39053458882296,2024
060133310003,1150,648,116187.0,61043.0,391,236,391,236,120,106.1414151026827,2024
060133310004,1006,355,84737.0,84396.0,404,129,404,129,182,107.29864864013899,2024
060133310005,1737,739,89375.0,57404.0,685,208,674,213,263,147.57371039585607,2024
060133310006,1215,518,66667.0,41605.0,518,206,518,206,138,86.29600222490032,2024
060133320001,1825,600,133750.0,33292.0,796,200,638,175,383,152.354848954669,2024
060133320002,953,451,188795.0,94311.0,389,218,389,218,222,175.03713891628828,2024
060133320003,1319,554,125688.0,31341.0,468,178,448,182,112,55.92852581643825,2024
060133320004,1413,459,155417.0,93453.0,480,135,480,135,282,120.46991325638116,2024
060133320005,497,287,164375.0,125147.0,181,77,181,77,95,67.63135367564367,2024
060133320006,1296,841,131250.0,116545.0,462,190,439,186,66,70.55494312945054,2024
060133320007,642,356,110926.0,26705.0,234,121,234,121,79,66.52067347825036,2024
060133331011,1136,392,148214.0,43675.0,376,91,344,75,185,90.20532135079394,2024
060133331012,1731,387,99387.0,10315.0,700,151,700,151,399,124.24169992397883,2024
060133331013,1415,566,140759.0,15908.0,518,173,518,173,203,113.45483682946268,2024
060133331021,1377,535,124393.0,73755.0,552,213,522,210,432,185.17829246431668,2024
060133331022,830,282,142440.0,81192.0,323,91,298,88,168,81.00617260431454,2024
060133331023,1951,296,96289.0,18739.0,755,101,755,101,277,104.91425070027427,2024
060133332001,729,340,134559.0,89335.0,214,90,214,90,180,102.65476121447071,2024
060133332002,1348,453,107560.0,88834.0,457,141,457,141,228,110.049988641526,2024
060133332003,1017,441,118750.0,40340.0,432,135,432,135,158,84.73488065725944,2024
060133332004,1028,298,117639.0,45605.0,480,135,480,135,397,155.8621185535472,2024
060133332005,1641,905,223750.0,54757.0,574,192,574,192,209,154.95160534825058,2024
060133340011,1967,606,138500.0,44584.0,793,127,750,123,408,127.93357651531517,2024
060133340012,2110,493,101094.0,51178.0,736,141,699,135,281,96.54532614269839,2024
060133340061,1303,324,130375.0,45013.0,412,79,412,79,228,84.52218643646175,2024
060133340062,2132,454,185221.0,30757.0,817,172,801,171,500,135.71661652133832,2024
060133340063,1331,352,219306.0,66707.0,455,91,455,91,151,65.1766829472013,2024
060133340071,499,238,,,319,175,284,169,56,60.09991680526688,2024
060133340072,1625,488,53140.0,23584.0,768,168,716,170,535,175.27692375210148,2024
060133340073,1451,399,159275.0,35015.0,832,335,761,294,321,111.91514642799696,2024
060133340081,1597,353,91188.0,38276.0,827,183,827,183,151,77.85242449660768,2024
060133340082,2410,670,152455.0,66774.0,826,205,826,205,228,85.76712656956627,2024
060133342001,1278,407,250001.0,,473,141,473,141,261,107.54068997360952,2024
060133342002,1425,518,129632.0,120386.0,561,166,547,163,292,142.755034937476,2024
060133342003,1760,444,46773.0,29522.0,896,292,821,286,1213,353.8022046285184,2024
060133342004,1138,427,225592.0,117881.0,411,184,411,184,173,90.67524469225324,2024
060133342005,1039,426,250001.0,,328,121,328,121,75,62.5939294181153,2024
060133342006,882,281,250001.0,,330,93,330,93,230,95.25754563287887,2024
060133350001,1318,301,206136.0,38779.0,474,82,474,82,211,83.22259308625273,2024
060133350002,1543,679,160298.0,65626.0,494,126,449,131,243,91.28526715741155,2024
060133350003,633,192,102212.0,94925.0,271,87,243,73,82,88.01136290275251,2024
060133361011,1620,470,79963.0,28749.0,830,219,781,216,172,106.72862783714592,2024
060133361012,1637,609,69423.0,46273.0,484,145,484,145,95,65.06150935845248,2024
060133361013,1331,687,118102.0,55379.0,380,168,377,168,26,52.278102490430925,2024
060133361031,1800,488,71779.0,24640.0,715,149,715,149,118,92.33092656309694,2024
060133361032,3213,1104,59662.0,26147.0,962,264,962,264,26,61.28621378417825,2024
060133361041,1234,561,67659.0,24626.0,469,139,427,142,35,55.910642993977454,2024
060133361042,1307,418,70342.0,11394.0,643,172,601,176,116,72.42927584892728,2024
060133362011,2075,460,101597.0,59627.0,771,213,771,213,419,212.20744567521658,2024
060133362012,1047,398,132679.0,98274.0,411,121,411,121,182,110.63453348751464,2024
060133362013,502,258,,,203,76,203,76,54,58.47221562417487,2024
060133362021,3533,1113,87561.0,11119.0,1115,310,1064,310,132,84.2852300228219,2024
060133362022,782,297,53750.0,29465.0,266,101,266,101,23,47.47630988187688,2024
060133362023,1143,465,84464.0,63603.0,422,156,406,157,16,48.218253804964775,2024
060133371001,1391,299,142772.0,26014.0,561,113,561,113,393,122.19247112649781,2024
060133371002,1936,475,175304.0,81869.0,629,122,629,122,476,158.28771272590933,2024
060133372011,1142,333,97031.0,19411.0,374,94,374,94,296,112.7962765342899,2024
060133372012,1777,497,51213.0,14371.0,873,257,848,263,184,91.55872432488343,2024
060133372021,645,276,47417.0,33193.0,269,114,269,114,150,92.4716172671377,2024
060133372022,1708,400,176458.0,60919.0,535,133,525,134,314,121.32600710482481,2024
060133372023,1048,302,69712.0,55607.0,383,110,383,110,436,170.8215443086732,2024
060133372024,1668,580,123688.0,39366.0,757,205,757,205,327,166.7752979310785,2024
060133373001,1635,455,174857.0,68489.0,628,171,611,172,323,186.5180956368577,2024
060133373002,1295,422,113188.0,40243.0,552,146,552,146,193,98.48857801796105,2024
060133373003,751,450,101250.0,53613.0,228,91,228,91,146,84.82924024179398,2024
060133373004,880,506,146644.0,106038.0,278,123,278,123,236,105.41347162483551,2024
060133373005,718,276,229474.0,95245.0,210,79,210,79,69,59.60704656330491,2024
060133373006,926,332,243295.0,216260.0,426,137,426,137,251,125.0799744163709,2024
060133381011,1167,405,95096.0,47641.0,381,101,381,101,136,94.72592042308166,2024
060133381012,810,573,69444.0,19681.0,274,171,274,171,250,180.1638143468327,2024
060133381013,2139,822,77766.0,11608.0,677,193,639,193,165,83.24061508662703,2024
060133381014,899,327,67868.0,31014.0,544,135,479,144,227,122.74770873625299,2024
060133381021,627,195,173750.0,43505.0,276,69,276,69,114,56.28498911788115,2024
060133381022,2546,470,186944.0,18825.0,1002,157,996,155,527,113.39753083731586,2024
060133382011,2056,317,167470.0,73165.0,847,156,837,157,559,181.8708332856041,2024
060133382012,1970,494,242383.0,45982.0,780,162,769,162,707,184.4966124350255,2024
060133382031,1319,421,104125.0,47138.0,697,207,697,207,0,48.49742261192856,2024
060133382032,908,388,134624.0,34545.0,416,182,416,182,48,59.19459434779497,2024
060133382033,950,290,132083.0,85305.0,436,130,400,114,151,104.22571659624126,2024
060133382034,1066,328,148601.0,33478.0,591,155,591,155,115,75.34586916347837,2024
060133382035,1377,439,188000.0,47134.0,681,188,610,176,203,99.68450230602548,2024
060133382041,1574,364,165461.0,70676.0,784,171,784,171,315,115.30394615970435,2024
060133382042,980,341,215188.0,103855.0,405,148,405,148,201,157.18778578502847,2024
060133382043,1995,467,112000.0,39682.0,938,242,938,242,449,251.4816096655976,2024
060133382044,1974,528,208308.0,13589.0,839,201,839,201,440,211.1942234058498,2024
060133383011,1995,417,218868.0,9023.0,697,150,697,150,378,102.95630140987001,2024
060133383012,1039,231,176250.0,56014.0,436,79,402,74,399,115.26925001924842,2024
060133383021,2156,450,230493.0,14357.0,825,148,825,148,492,156.61417560361514,2024
060133383022,1187,566,168594.0,77520.0,404,127,404,127,444,160.738918747141,2024
060133383023,2324,553,173220.0,59416.0,853,136,853,136,475,130.09227494359533,2024
060133390011,868,330,98971.0,69906.0,415,126,362,112,25,48.12483766206386,2024
060133390012,1615,389,93482.0,5540.0,953,194,902,184,27,48.218253804964775,2024
060133390013,1158,348,111601.0,18313.0,884,218,759,219,165,86.82741502543998,2024
060133390031,2455,467,121124.0,16150.0,1603,305,1476,309,357,129.79984591670362,2024
060133390032,2064,504,109504.0,18959.0,1283,300,1259,303,227,149.39544839117423,2024
060133390041,2979,463,121875.0,47397.0,1545,166,1531,171,256,108.32358930537707,2024
060133390042,722,248,182674.0,104688.0,454,196,454,196,152,77.0454411370329,2024
060133400011,565,179,177955.0,89719.0,220,70,220,70,82,69.00724599634447,2024
060133400012,1987,571,123250.0,44707.0,1119,258,893,230,389,195.24087686752486,2024
060133400013,1417,518,120833.0,110329.0,502,137,488,142,183,83.92258337301111,2024
060133400014,1860,669,188889.0,68590.0,632,164,614,169,309,136.08085831592922,2024
060133400031,1090,298,194787.0,26754.0,439,98,439,98,95,57.79273310719956,2024
060133400032,787,244,111037.0,69277.0,284,103,284,103,156,81.72514912803769,2024
060133400033,1441,314,133900.0,42035.0,788,162,778,161,465,154.38588018338982,2024
060133400041,895,442,170699.0,111530.0,325,121,319,124,105,53.113086899558006,2024
060133400042,1303,269,235234.0,32020.0,504,92,498,92,305,88.45903006477066,2024
060133400043,1860,387,116146.0,115184.0,850,287,844,288,574,283.21016930894274,2024
060133410001,1333,295,120893.0,54890.0,812,142,812,142,352,118.42719282327012,2024
060133410002,1704,389,234299.0,33618.0,600,135,585,137,395,150.37286989347513,2024
060133410003,1835,493,140556.0,29976.0,710,156,710,156,275,116.24112869376312,2024
060133430011,920,417,214301.0,85222.0,303,121,303,121,347,184.2471166667202,2024
060133430012,1451,605,250001.0,,466,207,466,207,421,309.8951435566553,2024
060133430013,2217,1034,98929.0,40146.0,975,254,928,264,211,120.17903311310172,2024
060133430014,1171,344,169851.0,102883.0,527,126,527,126,292,118.13128290169374,2024
060133430021,2008,428,158942.0,20678.0,880,146,851,139,413,144.8792600754159,2024
060133430022,1647,379,158580.0,135859.0,730,160,730,160,576,202.69681793259608,2024
060133430023,823,268,250001.0,,240,74,240,74,184,84.94704232638121,2024
060133430031,2122,318,182813.0,46460.0,762,87,762,87,631,134.14544345597432,2024
060133430032,1680,272,172024.0,50011.0,652,81,652,81,378,125.15989773086265,2024
060133451011,837,342,166417.0,88435.0,273,75,273,75,175,90.35485598461214,2024
060133451012,1969,469,218611.0,74804.0,688,156,688,156,333,138.98920821416317,2024
060133451013,1663,829,171700.0,34145.0,406,144,406,144,297,170.83032517676713,2024
060133451014,2179,776,170139.0,103925.0,826,222,826,222,156,94.32921074619463,2024
060133451021,833,231,176071.0,50186.0,324,75,324,75,213,111.66915420114903,2024
060133451022,2325,580,204500.0,68665.0,695,116,686,120,205,87.17797887081348,2024
060133451023,956,297,189688.0,40234.0,302,91,302,91,174,90.04443347592343,2024
060133451031,1268,555,250001.0,,384,139,384,139,82,68.41052550594829,2024
060133451032,959,239,250001.0,,340,74,340,74,272,80.65977932030313,2024
060133451033,2503,346,216771.0,67276.0,776,119,767,119,299,85.85452812752511,2024
060133451034,605,224,,,536,187,482,182,385,187.31791158348952,2024
060133451051,1655,440,209306.0,78918.0,622,167,622,167,356,136.50274722510167,2024
060133451052,1125,320,231488.0,82201.0,408,112,408,112,298,122.2620137246234,2024
060133451053,967,332,235074.0,106455.0,293,99,293,99,77,67.5721836261046,2024
060133451054,1546,608,214043.0,78210.0,537,178,500,168,178,125.03599481749245,2024
060133451055,1080,469,160515.0,24794.0,309,109,309,109,126,87.2238499494261,2024
060133451111,2398,603,250001.0,,749,150,749,150,351,134.97777594848716,2024
060133451112,1639,360,131575.0,21334.0,613,128,613,128,41,52.848841046895245,2024
060133451113,690,300,195809.0,88920.0,213,77,213,77,156,79.98749902328488,2024
060133451114,1134,387,100300.0,49227.0,599,184,532,171,61,65.45227268781429,2024
060133451121,2064,586,244531.0,88108.0,606,175,606,175,175,126.42389014739263,2024
060133451122,1482,647,126810.0,69170.0,634,189,634,189,57,62.68173577685928,2024
060133451123,1846,458,250001.0,,631,144,631,144,185,98.41239759298622,2024
060133451124,2829,528,234659.0,65546.0,955,201,955,201,310,115.40797199500561,2024
060133451131,1855,395,245221.0,54951.0,617,128,617,128,421,139.96070877214075,2024
060133451132,3004,500,223125.0,70508.0,1149,248,1122,250,546,234.78926721637,2024
060133451141,1400,580,203924.0,32158.0,566,229,566,229,354,119.36917525056458,2024
060133451142,1333,332,133015.0,35315.0,735,138,735,138,1002,267.1535139203675,2024
060133451143,3009,703,250001.0,,902,174,902,174,451,178.83791544300666,2024
060133451144,930,427,209536.0,111166.0,277,105,277,105,98,80.65358020571685,2024
060133451151,2303,520,250001.0,,877,142,748,151,254,96.99484522385713,2024
060133451152,1975,565,226786.0,50214.0,686,203,686,203,612,267.80963388197966,2024
060133451153,1942,831,195500.0,60118.0,684,197,684,197,397,152.73833834371774,2024
060133451161,1120,165,215956.0,25096.0,388,54,369,51,213,62.313722405261586,2024
060133451162,1674,220,250001.0,,517,54,517,54,241,61.6765757804371,2024
060133451171,1603,906,250001.0,,474,244,474,244,131,74.48489779814429,2024
060133451172,1512,469,199722.0,83039.0,644,181,644,181,143,69.74238309665078,2024
060133451173,1637,350,177659.0,56922.0,845,141,809,144,348,115.5551816233266,2024
060133451181,2614,338,168841.0,28073.0,1118,135,1074,131,589,181.71406109599775,2024
060133451182,937,202,138750.0,47529.0,613,119,544,106,346,111.04053313993049,2024
060133452031,2920,624,250001.0,,1219,207,1204,211,578,182.21964767828962,2024
060133452032,1536,417,160164.0,103231.0,811,164,725,151,240,89.59352655186646,2024
060133452033,1486,631,119181.0,56567.0,593,159,497,177,188,82.23746105030237,2024
060133452034,1744,761,212331.0,91070.0,634,217,617,217,198,78.94935085230277,2024
060133452041,2056,386,250001.0,,745,103,671,99,449,119.52823934116992,2024
060133452042,1156,268,250001.0,,422,93,374,80,295,79.0,2024
060133452051,682,241,,,382,123,382,123,211,147.50254235097103,2024
060133452052,2065,435,137813.0,40892.0,929,180,856,175,72,82.66801074176153,2024
060133452053,2994,660,188288.0,23211.0,1141,221,1067,204,198,127.10625476348518,2024
060133452061,1322,450,221545.0,9515.0,399,108,399,108,218,99.04039579888602,2024
060133452062,2365,487,157875.0,47594.0,917,211,905,211,251,88.70174744614674,2024
060133461011,2231,329,250001.0,,894,109,894,109,514,108.73361945598978,2024
060133461012,1050,215,205694.0,137052.0,432,83,421,82,453,135.31444860028807,2024
060133461021,1823,423,250001.0,,563,110,549,109,438,125.78553175941977,2024
060133461022,1744,460,250001.0,,630,137,602,135,342,112.89818421923357,2024
060133461023,990,813,250001.0,,280,170,280,170,143,80.68457101577724,2024
060133461024,921,265,250001.0,,434,103,367,96,258,109.88630487917955,2024
060133462031,3119,518,189605.0,51847.0,1074,164,1064,166,714,189.36472744415735,2024
060133462032,953,236,223516.0,115213.0,355,79,355,79,191,73.32803011127464,2024
060133462041,1917,451,250001.0,,695,158,667,145,439,150.0499916694433,2024
060133462042,2061,708,242721.0,97108.0,854,274,777,280,374,121.82774724995944,2024
060133462043,2148,468,250001.0,,762,176,762,176,561,170.14111789923092,2024
060133462044,1576,1000,250001.0,,457,268,457,268,68,73.62064927722385,2024
060133462051,2442,548,241161.0,135599.0,976,192,937,179,693,192.0833152566875,2024
060133462052,1327,390,229306.0,82063.0,561,143,561,143,523,150.1532550429727,2024
060133462061,1202,253,250001.0,,423,76,423,76,256,95.60857702110204,2024
060133462062,2102,411,250001.0,,764,138,711,129,445,176.90675509996785,2024
060133470001,2575,551,250001.0,,956,209,938,209,576,206.01456259206532,2024
060133470002,2487,592,250001.0,,757,148,757,148,744,227.9736826916651,2024
060133470003,1909,810,235913.0,21201.0,606,211,588,209,251,112.34322409473569,2024
060133480001,655,228,208906.0,114038.0,217,55,217,55,111,51.58488150611572,2024
060133480002,2262,387,250001.0,,832,127,758,126,562,141.2940196894405,2024
060133480003,1971,345,250001.0,,655,99,630,99,331,91.40021881811882,2024
060133490001,2054,692,140213.0,60883.0,914,202,914,202,410,146.7310464761974,2024
060133490002,1938,406,250001.0,,754,171,754,171,513,192.84449693989197,2024
060133490003,1030,325,125417.0,54942.0,583,191,583,191,278,143.46776641462012,2024
060133500001,1745,446,167250.0,46101.0,993,212,856,200,171,90.9065454189081,2024
060133500002,439,152,194900.0,127638.0,247,77,232,77,334,114.21033228215387,2024
060133500003,1435,389,222647.0,67813.0,492,125,492,125,462,158.19608086169518,2024
060133500004,2207,600,200263.0,128085.0,860,196,796,195,401,180.14993755202914,2024
060133511011,509,209,87344.0,57685.0,355,113,355,113,494,171.89531698100447,2024
060133511012,573,143,68750.0,23151.0,508,124,450,103,522,129.76517252329302,2024
060133511013,1686,286,82375.0,28052.0,1183,167,1143,173,1588,284.8192409230809,2024
060133511031,841,145,95781.0,23573.0,537,77,537,77,695,128.46011054019843,2024
060133511032,1152,211,97798.0,13122.0,770,105,742,103,1039,165.65325230734229,2024
060133511041,528,142,80000.0,34659.0,440,83,376,87,496,124.4025723206719,2024
060133511042,590,112,52083.0,20800.0,523,86,494,86,486,123.66082645688569,2024
060133511043,481,127,70313.0,18325.0,375,72,348,76,456,114.92171248288984,2024
060133511051,718,194,57528.0,9508.0,524,134,489,136,681,173.59147444503142,2024
060133511052,1003,338,81111.0,17456.0,821,165,732,168,826,257.3616132992642,2024
060133512001,1274,465,250001.0,,423,133,423,133,292,104.62791214585141,2024
060133512002,1792,476,250001.0,,695,192,682,193,517,246.8501569778719,2024
060133512003,2465,625,236058.0,77278.0,913,213,883,212,515,210.0761766598012,2024
060133521011,3579,313,223281.0,60205.0,911,93,872,99,582,111.32834320154055,2024
060133521021,1499,352,250001.0,,526,119,487,106,312,101.6021653312566,2024
060133521022,672,176,250001.0,,248,66,217,57,157,67.17142249498666,2024
060133521023,2173,267,237500.0,49828.0,640,114,640,114,270,81.01234473831751,2024
060133521024,802,255,250001.0,,311,90,311,90,211,83.04215796810678,2024
060133522011,2745,622,131378.0,35412.0,1132,204,1114,204,365,159.21369287847074,2024
060133522012,1340,591,247589.0,243082.0,390,131,390,131,254,155.49598065544973,2024
060133522013,2043,562,224250.0,32616.0,841,189,789,188,438,159.91872935963443,2024
060133522021,2575,343,196250.0,31935.0,1102,122,1054,121,763,161.43419712068444,2024
060133530011,1365,312,240417.0,104786.0,526,108,515,111,349,124.93598360760602,2024
060133530012,1626,346,250001.0,,542,106,498,99,189,67.54998149518622,2024
060133530013,1727,758,250001.0,,515,152,515,152,257,84.51627062288065,2024
060133530021,565,183,150125.0,77940.0,226,72,226,72,232,105.79224924350555,2024
060133530022,1661,321,250001.0,,599,131,599,131,353,136.7296602789607,2024
060133530023,1309,331,250001.0,,490,76,457,78,299,100.73728207570423,2024
060133530024,840,314,204950.0,91838.0,221,64,221,64,178,69.39020103732227,2024
060133540011,2255,382,231108.0,25540.0,831,101,819,100,470,89.62700485902673,2024
060133540021,2495,434,250001.0,,971,171,971,171,700,211.7781858454737,2024
060133540022,1009,516,207188.0,155230.0,459,232,459,232,219,145.97260016866178,2024
060133540023,1389,426,250001.0,,569,145,546,148,234,112.39217054581694,2024
060133540024,1965,368,231750.0,87138.0,907,192,884,190,731,239.87079855622275,2024
060133551071,1782,471,105227.0,20416.0,644,127,644,127,231,94.93682109698007,2024
060133551072,2179,812,158346.0,17860.0,667,220,631,222,255,85.85452812752511,2024
060133551073,1924,559,160469.0,18149.0,558,164,558,164,300,133.09770847013107,2024
060133551091,1115,548,132824.0,45064.0,335,133,307,142,247,152.10522673465235,2024
060133551092,772,470,151083.0,63272.0,233,109,233,109,172,103.32956982393762,2024
060133551093,2081,640,90843.0,30430.0,866,248,777,207,637,212.45705448395918,2024
060133551094,3069,933,121193.0,16926.0,752,254,697,223,159,92.21171292194934,2024
060133551101,2795,697,149091.0,50373.0,874,169,768,165,299,109.98636279102969,2024
060133551102,1201,495,113750.0,49089.0,372,99,372,99,125,61.538605769061746,2024
060133551111,2541,518,95588.0,15045.0,882,190,882,190,269,108.43892290132727,2024
060133551112,3077,844,89454.0,52708.0,869,264,857,265,240,115.43829520570719,2024
060133551113,963,299,128786.0,13355.0,385,121,356,114,208,89.46507698538016,2024
060133551121,1355,478,191755.0,42485.0,475,148,429,144,339,160.15617378046966,2024
060133551122,1223,512,181453.0,112768.0,543,175,543,175,522,156.48322593811773,2024
060133551123,2966,627,237292.0,113326.0,1212,225,1169,221,707,242.98765400735897,2024
060133551131,1792,298,250001.0,,724,103,683,111,465,136.4734406395618,2024
060133551132,2381,757,250001.0,,707,250,707,250,347,119.81652640600127,2024
060133551133,1280,371,250001.0,,429,91,417,96,256,90.32718306246464,2024
060133551151,1876,743,89474.0,71647.0,807,374,792,373,216,240.7426011324128,2024
060133551152,2570,550,249583.0,60359.0,804,216,804,216,147,98.5393322486001,2024
060133551153,6014,958,126953.0,82012.0,2431,365,2431,365,634,262.6689932215068,2024
060133551181,2370,584,102614.0,34579.0,799,223,799,223,269,141.45670715805596,2024
060133551182,1371,374,230139.0,103914.0,476,105,464,107,350,124.26584406022437,2024
060133551191,1423,457,169875.0,58504.0,447,131,447,131,167,123.77802712921223,2024
060133551192,3640,810,159091.0,56999.0,768,145,768,145,431,159.4145539152558,2024
060133551201,3166,602,101730.0,13455.0,1062,275,1062,275,468,185.9919353090343,2024
060133551202,1027,335,163403.0,56624.0,306,87,306,87,195,89.83874442577657,2024
060133551211,1795,395,245296.0,32191.0,575,110,575,110,167,93.66963221877195,2024
060133551212,2653,669,250001.0,,901,207,888,203,451,206.11162024495368,2024
060133551213,1673,414,250001.0,,622,138,582,147,151,94.02127418834527,2024
060133551221,1795,428,235732.0,52536.0,564,127,564,127,414,126.24975247500488,2024
060133551222,914,406,100852.0,57579.0,300,130,300,130,90,77.07788269017254,2024
060133551223,2701,1089,250001.0,,645,182,645,182,346,203.0221662774782,2024
060133551231,2256,536,250001.0,,719,195,681,181,72,52.38320341483518,2024
060133551232,790,200,250001.0,,239,60,226,60,75,73.19152956456095,2024
060133551241,1031,279,250001.0,,309,83,309,83,21,49.71921157862421,2024
060133551242,2348,389,250001.0,,667,126,667,126,173,81.7129120763665,2024
060133551243,1101,496,250001.0,,353,138,328,141,30,49.69909455915671,2024
060133551251,2282,335,250001.0,,698,85,654,102,103,82.6922003577121,2024
060133551252,1698,487,202685.0,119463.0,508,129,508,129,89,81.75573374387878,2024
060133551261,4269,653,250001.0,,1248,220,1248,220,564,234.94254616820683,2024
060133551262,1367,352,250001.0,,340,76,340,76,192,78.99367063252599,2024
060133552011,2947,749,183240.0,25954.0,879,201,879,201,430,178.13758727455584,2024
060133552012,1982,1372,174423.0,59564.0,556,272,556,272,107,86.09878047916823,2024
060133552013,3869,686,148233.0,24777.0,1246,239,1215,239,551,276.67489947590116,2024
060133552021,968,389,65076.0,37096.0,402,110,402,110,43,58.93216439263028,2024
060133552022,2835,227,208750.0,22762.0,785,112,613,73,329,116.49892703368559,2024
060133553021,1070,484,250001.0,,400,153,400,153,258,92.08148565265441,2024
060133553022,593,202,162000.0,64494.0,232,73,232,73,147,66.71581521648372,2024
060133553023,1636,247,250001.0,,574,88,564,87,367,108.0555412739208,2024
060133553061,720,245,134659.0,56749.0,291,75,291,75,163,61.83849933496123,2024
060133553062,1342,367,199350.0,85310.0,443,131,443,131,167,85.871997764114,2024
060133553063,827,280,151169.0,56837.0,339,88,339,88,225,91.33454987024352,2024
060133553064,1044,308,161136.0,28768.0,326,70,326,70,103,64.39720490828775,2024
060133553065,629,255,154524.0,32845.0,226,82,226,82,151,90.46546302318913,2024
060133553071,2606,526,182132.0,46496.0,951,147,943,147,250,85.6971411425142,2024
060133553072,1920,516,113750.0,35658.0,780,144,740,145,476,127.28707711311466,2024
060133553081,1199,296,205980.0,24947.0,379,97,379,97,258,100.91580649234291,2024
060133553082,1363,578,168906.0,26068.0,646,210,646,210,161,63.796551630946325,2024
060133553083,959,354,178077.0,45136.0,326,97,326,97,190,79.25276020429824,2024
060133553091,1123,271,171818.0,44823.0,424,82,376,81,307,106.62082348209472,2024
060133553092,1334,266,250001.0,,544,99,509,100,195,75.66372975210778,2024
060133553093,2146,762,139539.0,66940.0,647,138,647,138,487,172.4934781375806,2024
060133553101,1784,321,90139.0,32073.0,829,186,780,185,435,196.19378175671113,2024
060133553102,1053,230,126354.0,24277.0,395,90,395,90,139,73.87151006985034,2024
060133560011,704,309,82738.0,32081.0,257,95,222,88,197,87.36704184073076,2024
060133560012,2176,449,138260.0,42564.0,651,138,651,138,443,111.94194924156002,2024
060133560013,818,248,165875.0,27871.0,265,74,265,74,98,67.37952211169207,2024
060133560021,3020,617,142368.0,45952.0,1081,211,1081,211,789,211.0473880435387,2024
060133560022,2592,501,98708.0,35144.0,1093,210,1071,211,588,194.2446910471429,2024
060133570001,918,286,82568.0,35789.0,526,118,412,107,246,100.89598604503551,2024
060133570002,1155,349,90357.0,34612.0,598,191,598,191,474,178.47969072138153,2024
060133570003,1139,257,156447.0,21447.0,554,108,516,107,259,115.61574287267284,2024
060133580001,1104,490,82210.0,22631.0,580,167,483,187,224,117.0128198104806,2024
060133580002,761,372,64041.0,30015.0,453,174,453,174,262,172.0348801842231,2024
060133580003,746,337,129554.0,67334.0,246,109,246,109,142,80.7031597894407,2024
060133580004,1981,581,76202.0,50059.0,515,149,515,149,144,94.15943925066674,2024
060133580005,1226,622,55588.0,40109.0,505,166,440,162,70,69.06518659932803,2024
060133591021,1195,476,86326.0,44046.0,389,129,381,130,273,144.512975196001,2024
060133591022,2379,589,140682.0,15978.0,778,184,736,177,557,149.55935276671934,2024
060133591023,2102,563,144957.0,14771.0,694,159,643,151,482,167.5768480429203,2024
060133591031,1554,516,130139.0,49985.0,530,156,465,147,102,85.27015890685323,2024
060133591032,1233,340,108839.0,41315.0,473,110,473,110,317,119.65784554303157,2024
060133591033,1204,492,102174.0,81067.0,706,308,558,192,297,156.8853084262513,2024
060133591034,1177,427,95714.0,19567.0,466,148,466,148,216,105.14751542475932,2024
060133591041,2648,564,99796.0,42823.0,1310,340,1303,340,333,81.75573374387878,2024
060133591051,2241,534,146908.0,36355.0,770,149,770,149,553,163.09199857749,2024
060133591052,2942,510,123214.0,44368.0,1196,236,1126,243,301,112.17842929904127,2024
060133592021,2517,654,150788.0,6900.0,909,169,857,182,410,159.94686617749034,2024
060133592022,2382,799,126375.0,84610.0,941,353,923,353,957,388.93701289540445,2024
060133592023,1528,554,129107.0,97331.0,527,162,509,163,405,164.9424141935603,2024
060133592031,1754,536,155272.0,38352.0,545,136,545,136,581,192.566871501824,2024
060133592032,1147,350,56500.0,39679.0,568,153,568,153,422,164.6329250180534,2024
060133592033,4157,774,189821.0,65971.0,1296,303,1248,295,603,231.16228066014577,2024
060133592041,723,324,113125.0,78969.0,270,127,259,119,177,67.62396025078685,2024
060133592042,1344,386,139375.0,70218.0,454,124,414,112,411,130.90072574283155,2024
060133592043,2422,537,160859.0,63533.0,809,135,803,133,723,175.12852423291872,2024
060133601011,627,212,175234.0,97930.0,297,98,297,98,174,78.47929663293371,2024
060133601012,2204,530,133750.0,55387.0,738,146,738,146,296,91.6624241442479,2024
060133601013,1363,363,101786.0,52845.0,622,116,512,120,442,119.39430472179149,2024
060133601021,1977,449,136719.0,38056.0,689,110,689,110,651,158.0063289871643,2024
060133601022,2053,729,141014.0,31232.0,633,154,598,157,476,117.36268572250722,2024
060133601023,1309,642,207226.0,70049.0,306,128,306,128,361,182.65541327866524,2024
060133602001,2679,795,107313.0,61903.0,973,218,973,218,394,124.7517534946904,2024
060133602002,1100,479,130982.0,17967.0,455,148,387,138,146,71.78439941937245,2024
060133602003,1583,465,106544.0,31518.0,522,113,497,117,203,93.27915093953203,2024
060133610001,1065,348,76688.0,25739.0,396,132,363,125,158,93.9734004918413,2024
060133610002,1657,392,128631.0,34445.0,746,154,723,154,423,138.4702134034609,2024
060133610003,2297,527,113333.0,17648.0,751,147,708,141,285,96.46761114488116,2024
060133620001,989,301,166027.0,53120.0,400,97,345,93,168,72.49137879775773,2024
060133620002,846,366,122315.0,29382.0,416,129,324,109,165,63.60031446463138,2024
060133620003,953,302,119086.0,46388.0,461,129,461,129,356,155.5281325034156,2024
060133630001,1822,842,99828.0,43168.0,808,236,689,238,433,189.17452259752105,2024
