h3,name,holc,access_min,access_km,street_m,access_src,access_snap_m,access_quality
8828308d6bfffff,Carriage Hills South SW 2,,56.8,4.55,2865.0,routed,170.0,approach-review
8828308d6dfffff,Carriage Hills South S,,85.5,6.84,0.0,routed,829.0,approach-review
8828308d81fffff,Tara Hills Mobile Manor NW,,53.2,4.26,13.0,routed,543.0,approach-review
8828308d83fffff,Tara Hills Mobile Manor NW 2,,86.3,6.9,0.0,routed,965.0,approach-review
8828308d85fffff,Tara Hills Mobile Manor N,,41.2,3.3,4171.0,routed,278.0,approach-review
8828308d87fffff,Tara Hills Mobile Manor N 2,,50.6,4.05,0.0,routed,1109.0,approach-review
8828308d89fffff,San Marcos Apartments N,,61.4,4.91,7711.0,routed,187.0,approach-review
8828308d8bfffff,Tara Hills Mobile Manor W,,76.5,6.12,771.0,routed,203.0,approach-review
8828308d8dfffff,Tara Hills Mobile Manor,,43.6,3.49,9809.0,routed,158.0,approach-review
8828308d91fffff,Tara Hills Mobile Manor NW 6,,115.8,9.26,0.0,routed,584.0,approach-review
8828308d93fffff,Tara Hills Mobile Manor NW 9,,119.6,9.56,0.0,routed,859.0,approach-review
8828308d95fffff,Tara Hills Mobile Manor NW 4,,114.6,9.17,0.0,routed,1121.0,approach-review
8828308d97fffff,Tara Hills Mobile Manor NW 7,,126.8,10.15,0.0,routed,1465.0,approach-review
8828308d99fffff,San Marcos Apartments NW 3,,101.1,8.09,0.0,routed,241.0,approach-review
8828308d9bfffff,San Marcos Apartments NW 5,,109.0,8.72,0.0,routed,257.0,approach-review
8828308d9dfffff,Tara Hills Mobile Manor W 2,,102.9,8.24,0.0,routed,207.0,approach-review
8828308da1fffff,Bayside Apartment Homes N,,37.5,3.0,0.0,routed,821.0,approach-review
8828308da3fffff,Bayside Apartment Homes NW 2,,48.3,3.86,0.0,routed,1441.0,approach-review
8828308da5fffff,Hercules W,,20.8,1.66,0.0,routed,617.0,approach-review
8828308da7fffff,Hercules NW 2,,31.6,2.53,0.0,routed,1510.0,approach-review
8828308da9fffff,Bayside Apartment Homes W,,29.8,2.38,5994.0,routed,82.0,network-estimate
8828308dabfffff,Bayside Apartment Homes NW,,40.2,3.22,0.0,routed,698.0,approach-review
8828308dadfffff,Bayside Apartment Homes,,21.4,1.71,2579.0,routed,292.0,approach-review
8828308db1fffff,Tara Hills Mobile Manor N 4,,63.1,5.05,0.0,routed,2527.0,approach-review
8828308db3fffff,Tara Hills Mobile Manor N 5,,138.4,11.07,0.0,routed,2956.0,approach-review
8828308db5fffff,Bayside Apartment Homes NW 3,,58.7,4.7,0.0,routed,2279.0,approach-review
8828308db7fffff,Bayside Apartment Homes NW 5,,69.7,5.58,0.0,routed,3160.0,approach-review
8828308db9fffff,Tara Hills Mobile Manor NW 3,,122.9,9.83,0.0,routed,1779.0,approach-review
8828308dbbfffff,Tara Hills Mobile Manor NW 5,,126.5,10.12,0.0,routed,2070.0,approach-review
8828308dbdfffff,Tara Hills Mobile Manor N 3,,51.7,4.13,0.0,routed,1612.0,approach-review
8828308dc1fffff,Heritage Park at Hilltop,,45.4,3.63,9436.0,routed,59.0,network-estimate
8828308dc3fffff,San Marcos Apartments,,49.9,3.99,7044.0,routed,34.0,network-estimate
8828308dc5fffff,Bella Vista at Hilltop,,44.5,3.56,7106.0,routed,74.0,network-estimate
8828308dc7fffff,Bella Vista at Hilltop NW,,56.1,4.49,4961.0,routed,30.0,network-estimate
8828308dc9fffff,Heritage Park at Hilltop S,,30.3,2.42,9167.0,routed,47.0,network-estimate
8828308dcbfffff,Heritage Park at Hilltop SW,,35.3,2.83,7782.0,routed,159.0,approach-review
8828308dcdfffff,The Tides,,35.3,2.82,9458.0,routed,136.0,approach-review
8828308dd1fffff,San Marcos Apartments W 2,,60.5,4.84,1909.0,routed,102.0,approach-review
8828308dd3fffff,San Marcos Apartments W 4,,89.0,7.12,0.0,routed,263.0,approach-review
8828308dd5fffff,San Marcos Apartments NW,,68.5,5.48,5518.0,routed,117.0,approach-review
8828308dd7fffff,San Marcos Apartments NW 2,,74.3,5.94,787.0,routed,125.0,approach-review
8828308dd9fffff,San Marcos Apartments W 3,,50.6,4.05,1427.0,routed,387.0,approach-review
8828308ddbfffff,San Marcos Apartments W 5,,67.9,5.43,0.0,routed,901.0,approach-review
8828308dddfffff,San Marcos Apartments W,,51.1,4.09,6274.0,routed,41.0,network-estimate
8828308de1fffff,Vue at 3600 Apartments NE,,31.4,2.51,7189.0,routed,196.0,approach-review
8828308de3fffff,Tara Hills Mobile Manor E,,32.4,2.59,8325.0,routed,60.0,network-estimate
8828308de5fffff,Pinole S,,17.7,1.41,6639.0,routed,213.0,approach-review
8828308de7fffff,Pacific Crest,,19.4,1.55,7642.0,routed,93.0,network-estimate
8828308de9fffff,Vue at 3600 Apartments,,36.8,2.94,6143.0,routed,60.0,network-estimate
8828308debfffff,Bella Vista at Hilltop NE,,44.3,3.54,9758.0,routed,176.0,approach-review
8828308dedfffff,El Sobrante N 2,,26.0,2.08,6836.0,routed,88.0,network-estimate
8828308e01fffff,Waterline S 3,,68.1,5.45,0.0,routed,1949.0,approach-review
8828308e03fffff,Waterline SW 3,,48.1,3.85,0.0,routed,1654.0,approach-review
8828308e05fffff,Waterline S 2,,63.3,5.07,0.0,routed,1582.0,approach-review
8828308e07fffff,Waterline S,,56.3,4.51,0.0,routed,992.0,approach-review
8828308e0dfffff,Waterline S 4,,74.6,5.97,0.0,routed,2481.0,approach-review
8828308e11fffff,Waterline SW 4,,47.0,3.76,0.0,routed,1579.0,approach-review
8828308e13fffff,Waterline W 3,,48.6,3.89,0.0,routed,1706.0,approach-review
8828308e15fffff,Waterline SW 2,,39.8,3.19,0.0,routed,1004.0,approach-review
8828308e17fffff,Waterline W 2,,36.8,2.95,0.0,routed,762.0,approach-review
8828308e21fffff,Marina Bay S 2,,42.9,3.43,0.0,routed,702.0,approach-review
8828308e23fffff,Waterline E,,45.3,3.62,490.0,routed,236.0,approach-review
8828308e25fffff,Marina Bay S,,30.9,2.47,239.0,routed,489.0,approach-review
8828308e27fffff,Marina Bay SW,,31.0,2.48,3114.0,routed,205.0,approach-review
8828308e29fffff,Waterline SE 3,,63.3,5.07,0.0,routed,1514.0,approach-review
8828308e2bfffff,Waterline SE 2,,52.8,4.22,0.0,routed,673.0,approach-review
8828308e2dfffff,Marina Bay S 3,,43.7,3.5,0.0,routed,1342.0,approach-review
8828308e31fffff,Waterline,,30.2,2.42,6933.0,routed,61.0,network-estimate
8828308e33fffff,Point Richmond S,,15.5,1.24,1188.0,routed,87.0,network-estimate
8828308e35fffff,Waterline NE,,32.1,2.57,1791.0,routed,110.0,approach-review
8828308e37fffff,Waterline N,,20.6,1.65,2522.0,routed,57.0,network-estimate
8828308e39fffff,Waterline SW,,38.3,3.07,0.0,routed,765.0,approach-review
8828308e3bfffff,Waterline W,,28.0,2.24,888.0,routed,261.0,approach-review
8828308e3dfffff,Waterline SE,,44.7,3.58,1319.0,routed,91.0,network-estimate
8828308e63fffff,Waterline SE 4,,72.9,5.83,0.0,routed,2278.0,approach-review
8828308e67fffff,Marina Bay S 5,,55.5,4.44,0.0,routed,2240.0,approach-review
8828308e81fffff,Point Richmond W 8,,62.5,5.0,0.0,routed,1258.0,approach-review
8828308e85fffff,Point Richmond W 4,,55.7,4.46,0.0,routed,710.0,approach-review
8828308e87fffff,Point Richmond W 7,,69.6,5.57,0.0,routed,1246.0,approach-review
8828308e8dfffff,Point Richmond W 5,,50.8,4.06,0.0,routed,960.0,approach-review
8828308ea1fffff,Point Richmond NW 4,,38.4,3.07,0.0,routed,325.0,approach-review
8828308ea3fffff,Point Richmond NW 6,,51.3,4.1,1789.0,routed,373.0,approach-review
8828308ea5fffff,Atchison Village NW 3,,35.9,2.87,0.0,routed,229.0,approach-review
8828308ea7fffff,Atchison Village NW 4,,48.1,3.85,0.0,routed,28.0,network-estimate
8828308ea9fffff,Point Richmond NW 3,,34.6,2.77,935.0,routed,138.0,approach-review
8828308eabfffff,Point Richmond NW 5,,58.2,4.66,802.0,routed,459.0,approach-review
8828308eadfffff,Point Richmond NW 2,,23.5,1.88,179.0,routed,173.0,approach-review
8828308eb1fffff,Point Richmond NW 9,,87.5,7.0,0.0,routed,807.0,approach-review
8828308eb5fffff,Point Richmond NW 8,,81.5,6.52,2886.0,routed,213.0,approach-review
8828308eb7fffff,North Richmond W 11,,94.5,7.56,2093.0,routed,174.0,approach-review
8828308ebdfffff,Point Richmond NW 7,,77.1,6.16,163.0,routed,172.0,approach-review
8828308ec5fffff,Point Richmond SW 5,,55.3,4.42,0.0,routed,2237.0,approach-review
8828308ec7fffff,Point Richmond W 6,,57.0,4.56,0.0,routed,1463.0,approach-review
8828308ee1fffff,Point Richmond SW 3,,21.2,1.7,0.0,routed,1075.0,approach-review
8828308ee3fffff,Point Richmond W 2,,43.5,3.48,0.0,routed,375.0,approach-review
8828308ee5fffff,Point Richmond SW,,9.2,0.74,3297.0,routed,258.0,approach-review
8828308ee7fffff,Point Richmond W,,19.8,1.58,979.0,routed,273.0,approach-review
8828308ee9fffff,Point Richmond SW 4,,39.4,3.15,0.0,routed,1557.0,approach-review
8828308eebfffff,Point Richmond W 3,,46.5,3.72,0.0,routed,620.0,approach-review
8828308eedfffff,Point Richmond SW 2,,25.6,2.05,0.0,routed,699.0,approach-review
8828308f01fffff,Idaho Apartments,,18.6,1.49,12804.0,routed,120.0,approach-review
8828308f03fffff,Richmond Annex,,11.5,0.92,12277.0,routed,105.0,approach-review
8828308f05fffff,Kensington W,,15.9,1.27,8958.0,routed,194.0,approach-review
8828308f07fffff,Cerrito Vista Park,,4.1,0.33,10331.0,routed,85.0,network-estimate
8828308f09fffff,Albany Hill Park,,16.8,1.34,6321.0,routed,75.0,network-estimate
8828308f0bfffff,Richmond Annex S,,22.0,1.76,9782.0,routed,114.0,approach-review
8828308f0dfffff,Idaho Apartments SE,,8.5,0.68,10549.0,routed,115.0,approach-review
8828308f11fffff,Crescent Park Apartments,,11.7,0.94,8690.0,routed,84.0,network-estimate
8828308f13fffff,Crescent Park Apartments NW,,4.3,0.34,8069.0,routed,99.0,network-estimate
8828308f15fffff,Crescent Park Apartments E,,6.6,0.53,10758.0,routed,106.0,approach-review
8828308f17fffff,State Court Park,,7.1,0.57,9254.0,routed,47.0,network-estimate
8828308f19fffff,Crescent Park Apartments SW,,18.4,1.47,0.0,routed,607.0,approach-review
8828308f1bfffff,Marina Bay E,,25.4,2.03,7895.0,routed,113.0,approach-review
8828308f1dfffff,Richmond Annex W,,10.3,0.83,5108.0,routed,183.0,approach-review
8828308f21fffff,Kensington N,,29.5,2.36,2902.0,routed,275.0,approach-review
8828308f23fffff,Kensington N 2,,26.4,2.11,2606.0,routed,343.0,approach-review
8828308f25fffff,Kensington NE,,72.1,5.77,0.0,routed,569.0,approach-review
8828308f27fffff,Kensington N 3,,38.1,3.05,0.0,routed,1004.0,approach-review
8828308f29fffff,Kensington,,33.9,2.71,8749.0,routed,139.0,approach-review
8828308f2bfffff,Kensington NW,,18.7,1.5,9847.0,routed,87.0,network-estimate
8828308f2dfffff,Kensington E,,40.7,3.26,2756.0,routed,171.0,approach-review
8828308f31fffff,Rose Park N,,20.2,1.62,5701.0,routed,216.0,approach-review
8828308f33fffff,East Richmond SE,,24.1,1.93,12349.0,routed,148.0,approach-review
8828308f35fffff,El Cerrito N,,30.6,2.44,4023.0,routed,154.0,approach-review
8828308f37fffff,East Richmond Heights SE 2,,36.9,2.95,1905.0,routed,205.0,approach-review
8828308f39fffff,Rose Park,,13.2,1.05,11101.0,routed,59.0,network-estimate
8828308f3bfffff,Crescent Park Apartments NE,,11.1,0.89,10152.0,routed,78.0,network-estimate
8828308f3dfffff,El Cerrito,,16.8,1.34,5755.0,routed,176.0,approach-review
8828308f51fffff,Albany Hill W,,40.2,3.22,0.0,routed,1542.0,approach-review
8828308f53fffff,Marina Bay SE,,40.9,3.28,0.0,routed,1328.0,approach-review
8828308f55fffff,Albany Hill,,27.8,2.23,437.0,routed,606.0,approach-review
8828308f57fffff,Richmond Annex SW,,29.9,2.39,1255.0,routed,847.0,approach-review
8828308f5bfffff,Marina Bay S 4,,50.8,4.07,0.0,routed,2075.0,approach-review
8828308f61fffff,Thousand Oaks,,16.1,1.29,12563.0,routed,106.0,approach-review
8828308f63fffff,Thousand Oaks NW,,14.6,1.17,9576.0,routed,108.0,approach-review
8828308f67fffff,Kensington SE,,29.3,2.34,11865.0,routed,94.0,network-estimate
8828308f6bfffff,Thousand Oaks W,,5.4,0.43,13332.0,routed,138.0,approach-review
88283099a3fffff,Moraga Royale S 7,,59.9,4.8,837.0,routed,326.0,approach-review
88283099a7fffff,Moraga Royale S 6,,45.3,3.63,0.0,routed,702.0,approach-review
88283099b5fffff,Moraga Royale S 5,,45.9,3.67,1123.0,routed,643.0,approach-review
88283099b7fffff,Moraga Royale SW 2,,36.6,2.93,875.0,routed,601.0,approach-review
882830c001fffff,Clayton Palms Community W 8,,131.2,10.5,0.0,routed,1369.0,approach-review
882830c003fffff,Clayton Palms Community NW 11,,127.3,10.18,0.0,routed,1055.0,approach-review
882830c005fffff,Clayton Palms Community NW 5,,131.1,10.49,0.0,routed,1119.0,approach-review
882830c007fffff,Clayton Palms Community NW 8,,118.0,9.44,0.0,routed,1756.0,approach-review
882830c009fffff,Clayton Palms Community W 9,,139.1,11.12,0.0,routed,1292.0,approach-review
882830c00bfffff,Clayton Palms Community W 12,,139.4,11.15,0.0,routed,616.0,approach-review
882830c00dfffff,Clayton Palms Community W 5,,142.7,11.42,0.0,routed,1505.0,approach-review
882830c011fffff,Clayton Palms Community W 21,,102.6,8.21,0.0,routed,1134.0,approach-review
882830c013fffff,Clayton E 16,,91.2,7.3,0.0,routed,476.0,approach-review
882830c015fffff,Clayton Palms Community NW 16,,109.6,8.77,0.0,routed,1197.0,approach-review
882830c017fffff,Clayton Palms Community NW 18,,99.2,7.94,0.0,routed,1116.0,approach-review
882830c019fffff,Clayton Palms Community W 20,,108.3,8.66,0.0,routed,811.0,approach-review
882830c01bfffff,Clayton SE 23,,88.7,7.1,0.0,routed,970.0,approach-review
882830c01dfffff,Clayton Palms Community W 15,,118.8,9.5,0.0,routed,805.0,approach-review
882830c021fffff,Clayton Palms Community NW 6,,102.0,8.16,0.0,routed,883.0,approach-review
882830c023fffff,Clayton Palms Community NW 9,,100.2,8.01,916.0,routed,891.0,approach-review
882830c025fffff,Clayton Palms Community N 6,,85.0,6.8,979.0,routed,556.0,approach-review
882830c027fffff,Clayton Palms Community N 9,,95.4,7.63,885.0,routed,355.0,approach-review
882830c029fffff,Clayton Palms Community NW 4,,132.3,10.59,1043.0,routed,698.0,approach-review
882830c02bfffff,Clayton Palms Community NW 7,,127.5,10.2,377.0,routed,1075.0,approach-review
882830c02dfffff,Clayton Palms Community N 3,,132.9,10.63,0.0,routed,991.0,approach-review
882830c031fffff,Clayton Palms Community NW 15,,100.8,8.06,0.0,routed,940.0,approach-review
882830c033fffff,Twin Creeks S 4,,80.4,6.43,0.0,routed,714.0,approach-review
882830c035fffff,Clayton Palms Community NW 14,,83.9,6.71,1060.0,routed,927.0,approach-review
882830c037fffff,Tabora Gardens Senior Apartments S 6,,71.3,5.71,1045.0,routed,815.0,approach-review
882830c039fffff,Clayton Palms Community NW 13,,105.6,8.45,0.0,routed,944.0,approach-review
882830c03bfffff,Clayton Palms Community NW 17,,93.2,7.45,0.0,routed,689.0,approach-review
882830c03dfffff,Clayton Palms Community NW 10,,100.4,8.03,0.0,routed,908.0,approach-review
882830c041fffff,Clayton Palms Community W 7,,146.1,11.68,1832.0,routed,708.0,approach-review
882830c043fffff,Clayton Palms Community W 10,,139.7,11.18,615.0,routed,484.0,approach-review
882830c045fffff,Clayton Palms Community W 4,,158.5,12.68,1791.0,routed,437.0,approach-review
882830c047fffff,Clayton Palms Community W 6,,158.1,12.65,0.0,routed,852.0,approach-review
882830c049fffff,Clayton Palms Community SW 10,,156.6,12.53,757.0,routed,892.0,approach-review
882830c04bfffff,Clayton Palms Community W 11,,140.1,11.21,171.0,routed,514.0,approach-review
882830c04dfffff,Clayton Palms Community SW 6,,169.4,13.55,526.0,routed,695.0,approach-review
882830c051fffff,Clayton Palms Community W 18,,120.2,9.62,2059.0,routed,292.0,approach-review
882830c053fffff,Clayton Palms Community W 22,,101.4,8.11,2064.0,routed,160.0,approach-review
882830c055fffff,Clayton Palms Community W 13,,125.4,10.03,523.0,routed,532.0,approach-review
882830c057fffff,Clayton Palms Community W 16,,121.2,9.7,2287.0,routed,297.0,approach-review
882830c059fffff,Clayton Palms Community W 19,,138.5,11.08,2068.0,routed,94.0,network-estimate
882830c05bfffff,Clayton Palms Community W 24,,113.5,9.08,3544.0,routed,161.0,approach-review
882830c05dfffff,Clayton Palms Community W 14,,128.3,10.26,1865.0,routed,333.0,approach-review
882830c061fffff,Clayton Palms Community W,,132.1,10.57,0.0,routed,654.0,approach-review
882830c063fffff,Clayton Palms Community NW 3,,130.9,10.48,0.0,routed,563.0,approach-review
882830c065fffff,Clayton Palms Community NW,,131.4,10.51,346.0,routed,601.0,approach-review
882830c067fffff,Clayton Palms Community NW 2,,120.6,9.65,1049.0,routed,230.0,approach-review
882830c069fffff,Clayton Palms Community W 2,,145.2,11.61,2014.0,routed,279.0,approach-review
882830c06bfffff,Clayton Palms Community W 3,,154.0,12.32,0.0,routed,960.0,approach-review
882830c06dfffff,Clayton Palms Community SW,,131.7,10.53,1121.0,routed,318.0,approach-review
882830c081fffff,Clayton E 10,,71.1,5.69,0.0,routed,683.0,approach-review
882830c083fffff,Clayton E 7,,54.9,4.39,280.0,routed,320.0,approach-review
882830c085fffff,Kirker Creek Apartment Homes S 8,,75.7,6.06,0.0,routed,703.0,approach-review
882830c087fffff,Kirker Creek Apartment Homes S 7,,60.8,4.86,0.0,routed,746.0,approach-review
882830c089fffff,Clayton E 9,,69.7,5.57,0.0,routed,604.0,approach-review
882830c08bfffff,Clayton E 6,,62.3,4.99,0.0,routed,536.0,approach-review
882830c08dfffff,Clayton E 13,,86.7,6.94,0.0,routed,428.0,approach-review
882830c091fffff,Canyon Creek E 4,,45.2,3.62,0.0,routed,574.0,approach-review
882830c093fffff,Canyon Creek E 2,,62.2,4.98,547.0,routed,682.0,approach-review
882830c095fffff,Canyon Creek E 6,,59.6,4.77,244.0,routed,339.0,approach-review
882830c097fffff,Canyon Creek E 5,,48.7,3.89,0.0,routed,921.0,approach-review
882830c099fffff,Clayton NE 2,,32.3,2.59,2102.0,routed,146.0,approach-review
882830c09bfffff,Canyon Creek SE 2,,31.8,2.54,3997.0,routed,220.0,approach-review
882830c09dfffff,Clayton E 4,,49.4,3.95,0.0,routed,315.0,approach-review
882830c0a1fffff,Twin Creeks SW 7,,74.5,5.96,993.0,routed,92.0,network-estimate
882830c0a3fffff,Kirker Creek Apartment Homes SE 5,,73.0,5.84,88.0,routed,759.0,approach-review
882830c0a5fffff,Twin Creeks SW 4,,48.9,3.91,0.0,routed,720.0,approach-review
882830c0a7fffff,Vista Diablo Mobile Estates S 2,,67.1,5.37,636.0,routed,363.0,approach-review
882830c0a9fffff,Twin Creeks SW 9,,83.3,6.66,0.0,routed,157.0,approach-review
882830c0abfffff,Kirker Creek Apartment Homes SE 6,,70.4,5.63,0.0,routed,279.0,approach-review
882830c0adfffff,Twin Creeks SW 6,,69.9,5.59,0.0,routed,235.0,approach-review
882830c0b1fffff,Kirker Creek Apartment Homes S 3,,47.7,3.81,1040.0,routed,317.0,approach-review
882830c0b3fffff,Kirker Creek Apartment Homes S 2,,27.8,2.22,1004.0,routed,884.0,approach-review
882830c0b5fffff,Kirker Creek Apartment Homes SE 4,,58.3,4.66,0.0,routed,592.0,approach-review
882830c0b7fffff,Kirker Creek Apartment Homes SE 2,,38.0,3.04,0.0,routed,1132.0,approach-review
882830c0b9fffff,Kirker Creek Apartment Homes S 6,,52.4,4.19,1026.0,routed,530.0,approach-review
882830c0bbfffff,Kirker Creek Apartment Homes S 4,,40.1,3.2,0.0,routed,943.0,approach-review
882830c0bdfffff,Kirker Creek Apartment Homes S 5,,55.9,4.47,0.0,routed,353.0,approach-review
882830c0c1fffff,Clayton E 11,,69.4,5.55,0.0,routed,696.0,approach-review
882830c0c3fffff,Clayton E 8,,55.6,4.45,0.0,routed,985.0,approach-review
882830c0c5fffff,Clayton E 14,,87.8,7.02,0.0,routed,587.0,approach-review
882830c0c7fffff,Clayton E 12,,69.1,5.52,0.0,routed,670.0,approach-review
882830c0c9fffff,Clayton SE 14,,67.7,5.41,1768.0,routed,350.0,approach-review
882830c0cbfffff,Clayton SE 10,,57.2,4.57,867.0,routed,454.0,approach-review
882830c0cdfffff,Clayton SE 17,,78.5,6.28,0.0,routed,942.0,approach-review
882830c0d1fffff,Clayton E 2,,34.6,2.77,0.0,routed,587.0,approach-review
882830c0d3fffff,Clayton E,,22.6,1.81,2364.0,routed,111.0,approach-review
882830c0d5fffff,Clayton E 5,,44.9,3.59,0.0,routed,949.0,approach-review
882830c0d7fffff,Clayton E 3,,33.7,2.7,0.0,routed,420.0,approach-review
882830c0d9fffff,Clayton SE 4,,36.3,2.91,2798.0,routed,262.0,approach-review
882830c0dbfffff,Clayton SE 2,,21.9,1.75,3749.0,routed,189.0,approach-review
882830c0ddfffff,Clayton SE 6,,53.3,4.26,0.0,routed,225.0,approach-review
882830c0e1fffff,Twin Creeks SW 13,,94.1,7.53,0.0,routed,1138.0,approach-review
882830c0e3fffff,Twin Creeks SW 12,,90.4,7.23,0.0,routed,657.0,approach-review
882830c0e5fffff,Twin Creeks SW 11,,77.7,6.21,0.0,routed,947.0,approach-review
882830c0e7fffff,Twin Creeks SW 10,,76.4,6.11,0.0,routed,758.0,approach-review
882830c0e9fffff,Clayton E 17,,93.5,7.48,0.0,routed,656.0,approach-review
882830c0ebfffff,Clayton E 15,,99.5,7.96,0.0,routed,1142.0,approach-review
882830c0edfffff,Twin Creeks SW 14,,93.5,7.48,0.0,routed,717.0,approach-review
882830c101fffff,Villa Amador Apartments SW 5,,32.7,2.62,1255.0,routed,467.0,approach-review
882830c103fffff,Brighton Station SW 3,,43.1,3.45,809.0,routed,385.0,approach-review
882830c105fffff,Villa Amador Apartments SW 3,,19.5,1.56,6708.0,routed,51.0,network-estimate
882830c107fffff,Villa Amador Apartments SW 4,,33.0,2.64,1332.0,routed,375.0,approach-review
882830c109fffff,Clayton Palms Community NE 5,,42.8,3.43,732.0,routed,611.0,approach-review
882830c10bfffff,Clayton Palms Community NE 6,,49.0,3.92,992.0,routed,246.0,approach-review
882830c10dfffff,Villa Amador Apartments SW 6,,30.1,2.41,2706.0,routed,307.0,approach-review
882830c111fffff,Cross Pointe SW 7,,63.8,5.1,1459.0,routed,873.0,approach-review
882830c113fffff,Quail Lodge S 7,,66.1,5.29,1456.0,routed,576.0,approach-review
882830c115fffff,Cross Pointe SW 6,,52.9,4.23,1295.0,routed,746.0,approach-review
882830c117fffff,Quail Lodge S 6,,53.3,4.26,104.0,routed,620.0,approach-review
882830c119fffff,Clayton Palms Community N 7,,62.2,4.97,686.0,routed,873.0,approach-review
882830c11bfffff,Clayton Palms Community N 10,,73.1,5.84,588.0,routed,762.0,approach-review
882830c11dfffff,Clayton Palms Community N 8,,50.7,4.06,1421.0,routed,541.0,approach-review
882830c121fffff,Villa Amador Apartments SW,,29.8,2.38,6411.0,routed,142.0,approach-review
882830c123fffff,Villa Amador Apartments W,,37.6,3.01,4138.0,routed,294.0,approach-review
882830c125fffff,Villa Amador Apartments SE,,38.0,3.04,10978.0,routed,69.0,network-estimate
882830c127fffff,Villa Amador Apartments,,50.2,4.01,8092.0,routed,43.0,network-estimate
882830c129fffff,Villa Amador Apartments S 2,,14.5,1.16,9771.0,routed,102.0,approach-review
882830c12bfffff,Villa Amador Apartments SW 2,,28.4,2.27,6803.0,routed,240.0,approach-review
882830c12dfffff,Villa Amador Apartments S,,31.4,2.51,8756.0,routed,87.0,detour-review
882830c131fffff,Cross Pointe SW 3,,40.2,3.22,2677.0,routed,329.0,approach-review
882830c133fffff,Cross Pointe SW 2,,32.9,2.63,7366.0,routed,181.0,approach-review
882830c135fffff,Brighton Station SW,,47.1,3.77,6853.0,routed,190.0,approach-review
882830c137fffff,Cross Pointe SW,,30.9,2.47,14209.0,routed,156.0,approach-review
882830c139fffff,Cross Pointe SW 5,,54.3,4.34,0.0,routed,856.0,approach-review
882830c13bfffff,Cross Pointe SW 4,,44.0,3.52,1331.0,routed,126.0,approach-review
882830c13dfffff,Brighton Station SW 2,,47.8,3.83,0.0,routed,475.0,approach-review
882830c141fffff,Clayton Palms Community E 5,,59.1,4.73,1214.0,routed,416.0,approach-review
882830c143fffff,Clayton Palms Community NE 4,,86.7,6.94,2341.0,routed,315.0,approach-review
882830c145fffff,Clayton Palms Community E 8,,50.0,4.0,817.0,routed,269.0,approach-review
882830c147fffff,Clayton Palms Community NE 7,,38.6,3.09,0.0,routed,674.0,approach-review
882830c149fffff,Clayton Palms Community E 4,,78.9,6.31,1232.0,routed,512.0,approach-review
882830c14bfffff,Clayton Palms Community E 3,,78.4,6.27,2286.0,routed,280.0,approach-review
882830c14dfffff,Clayton Palms Community E 7,,63.2,5.05,0.0,routed,742.0,approach-review
882830c151fffff,Clayton Palms Community N 2,,73.0,5.84,153.0,routed,1057.0,approach-review
882830c153fffff,Clayton Palms Community N 4,,75.2,6.02,238.0,routed,1231.0,approach-review
882830c155fffff,Clayton Palms Community NE 3,,69.0,5.52,637.0,routed,733.0,approach-review
882830c157fffff,Clayton Palms Community N 5,,59.6,4.77,1487.0,routed,874.0,approach-review
882830c159fffff,Clayton Palms Community NE,,98.6,7.89,1007.0,routed,366.0,approach-review
882830c15bfffff,Clayton Palms Community N,,109.9,8.79,328.0,routed,1139.0,approach-review
882830c15dfffff,Clayton Palms Community NE 2,,94.8,7.59,1059.0,routed,709.0,approach-review
882830c161fffff,Villa Amador Apartments S 5,,15.7,1.26,4894.0,routed,18.0,network-estimate
882830c163fffff,Villa Amador Apartments S 4,,13.9,1.11,7626.0,routed,222.0,approach-review
882830c165fffff,Woodgate Mobile Home Park SW 6,,34.4,2.75,9577.0,routed,248.0,detour-review
882830c167fffff,Villa Amador Apartments S 3,,4.0,0.32,7208.0,routed,225.0,approach-review
882830c169fffff,Villa Amador Apartments S 7,,40.9,3.27,1915.0,routed,431.0,approach-review
882830c16bfffff,Villa Amador Apartments S 6,,26.5,2.12,4483.0,routed,237.0,approach-review
882830c16dfffff,Woodgate Mobile Home Park SW 8,,23.1,1.85,9690.0,routed,99.0,network-estimate
882830c181fffff,Vista Della Montagna SW 2,,23.0,1.84,6493.0,routed,204.0,approach-review
882830c183fffff,Contra Loma Regional Park,,14.0,1.12,689.0,routed,242.0,approach-review
882830c185fffff,Vista Della Montagna S,,9.7,0.78,11267.0,routed,122.0,approach-review
882830c187fffff,Vista Della Montagna SW,,20.7,1.65,503.0,routed,148.0,approach-review
882830c189fffff,Tabora Gardens Senior Apartments S,,35.6,2.85,952.0,routed,373.0,approach-review
882830c18bfffff,Tabora Gardens Senior Apartments,,21.9,1.75,1517.0,routed,407.0,approach-review
882830c18dfffff,Quail Lodge SW 3,,22.4,1.79,6677.0,routed,118.0,approach-review
882830c191fffff,Twin Creeks SW,,14.7,1.17,1308.0,routed,387.0,approach-review
882830c193fffff,Twin Creeks W 2,,23.4,1.88,6641.0,routed,212.0,approach-review
882830c195fffff,Contra Loma Regional Park NW,,5.8,0.47,1331.0,routed,406.0,approach-review
882830c197fffff,Twin Creeks W,,17.9,1.44,12573.0,routed,102.0,approach-review
882830c199fffff,Twin Creeks SW 2,,17.0,1.36,0.0,routed,1027.0,approach-review
