h3,land,land_frac,wc_code
8928308d21bffff,woodland,0.5,10
8928308d223ffff,developed,0.613,50
8928308d227ffff,developed,0.495,50
8928308d22bffff,grassland,0.435,30
8928308d22fffff,developed,0.42,50
8928308d233ffff,woodland,0.836,10
8928308d237ffff,woodland,0.769,10
8928308d23bffff,developed,0.8,50
8928308d24bffff,grassland,0.574,30
8928308d24fffff,grassland,0.63,30
8928308d263ffff,grassland,0.592,30
8928308d267ffff,grassland,0.779,30
8928308d26bffff,grassland,0.522,30
8928308d26fffff,grassland,0.939,30
8928308d273ffff,grassland,0.612,30
8928308d277ffff,developed,0.69,50
8928308d27bffff,developed,0.345,50
8928308d283ffff,woodland,0.716,10
8928308d287ffff,woodland,0.91,10
8928308d28bffff,grassland,0.796,30
8928308d28fffff,grassland,0.55,30
8928308d293ffff,woodland,0.948,10
8928308d297ffff,woodland,0.807,10
8928308d29bffff,developed,0.656,50
8928308d2a3ffff,woodland,0.635,10
8928308d2a7ffff,developed,0.452,50
8928308d2abffff,woodland,1.0,10
8928308d2afffff,woodland,0.99,10
8928308d2b3ffff,woodland,0.833,10
8928308d2b7ffff,woodland,0.701,10
8928308d2bbffff,woodland,0.732,10
8928308d2d3ffff,grassland,0.425,30
8928308d2d7ffff,grassland,0.454,30
8928308d303ffff,woodland,0.528,10
8928308d307ffff,woodland,0.617,10
8928308d30bffff,developed,0.689,50
8928308d30fffff,developed,0.668,50
8928308d313ffff,woodland,0.876,10
8928308d317ffff,woodland,0.573,10
8928308d31bffff,woodland,0.541,10
8928308d323ffff,developed,0.594,50
8928308d327ffff,woodland,0.46,10
8928308d32bffff,developed,0.819,50
8928308d32fffff,developed,0.485,50
8928308d333ffff,woodland,0.594,10
8928308d337ffff,woodland,0.637,10
8928308d33bffff,developed,0.738,50
8928308d343ffff,developed,0.6,50
8928308d347ffff,developed,0.488,50
8928308d34bffff,developed,0.421,50
8928308d34fffff,grassland,0.716,30
8928308d353ffff,developed,0.505,50
8928308d357ffff,developed,0.833,50
8928308d35bffff,developed,0.517,50
8928308d363ffff,grassland,0.703,30
8928308d367ffff,developed,0.7,50
8928308d36bffff,grassland,0.533,30
8928308d36fffff,developed,0.461,50
8928308d373ffff,developed,0.659,50
8928308d377ffff,developed,0.741,50
8928308d37bffff,woodland,0.484,10
8928308d383ffff,woodland,0.427,10
8928308d387ffff,woodland,0.691,10
8928308d38bffff,woodland,0.993,10
8928308d38fffff,woodland,0.89,10
8928308d393ffff,developed,0.844,50
8928308d397ffff,developed,0.773,50
8928308d39bffff,woodland,0.518,10
8928308d3a3ffff,woodland,0.646,10
8928308d3a7ffff,developed,0.612,50
8928308d3abffff,woodland,0.656,10
8928308d3afffff,woodland,0.662,10
8928308d3b3ffff,developed,0.554,50
8928308d3b7ffff,developed,0.614,50
8928308d3bbffff,woodland,0.8,10
8928308d3c3ffff,woodland,1.0,10
8928308d3c7ffff,woodland,1.0,10
8928308d3cbffff,woodland,0.588,10
8928308d3cfffff,woodland,0.544,10
8928308d3d3ffff,developed,0.454,50
8928308d3d7ffff,woodland,0.974,10
8928308d3dbffff,woodland,0.968,10
8928308d403ffff,grassland,0.692,30
8928308d407ffff,grassland,0.731,30
8928308d40bffff,woodland,0.991,10
8928308d40fffff,woodland,0.633,10
8928308d413ffff,grassland,0.739,30
8928308d417ffff,woodland,0.552,10
8928308d41bffff,grassland,0.536,30
8928308d423ffff,grassland,0.829,30
8928308d427ffff,grassland,0.519,30
8928308d42bffff,woodland,0.923,10
8928308d42fffff,woodland,0.632,10
8928308d433ffff,grassland,0.623,30
8928308d437ffff,grassland,0.537,30
8928308d43bffff,grassland,0.569,30
8928308d443ffff,woodland,0.949,10
8928308d447ffff,woodland,0.97,10
8928308d44bffff,woodland,0.834,10
8928308d44fffff,woodland,0.942,10
8928308d453ffff,woodland,0.92,10
8928308d457ffff,woodland,0.955,10
8928308d45bffff,woodland,0.864,10
8928308d463ffff,woodland,0.856,10
8928308d467ffff,woodland,0.975,10
8928308d46bffff,woodland,0.727,10
8928308d46fffff,woodland,0.832,10
8928308d473ffff,woodland,0.998,10
8928308d477ffff,woodland,0.935,10
8928308d47bffff,woodland,0.874,10
8928308d483ffff,woodland,0.533,10
8928308d487ffff,woodland,0.605,10
8928308d48bffff,woodland,0.527,10
8928308d48fffff,woodland,0.786,10
8928308d493ffff,woodland,0.591,10
8928308d497ffff,woodland,0.719,10
8928308d49bffff,woodland,0.645,10
8928308d4a3ffff,grassland,0.943,30
8928308d4a7ffff,grassland,1.0,30
8928308d4abffff,grassland,0.667,30
8928308d4afffff,grassland,0.976,30
8928308d4b3ffff,grassland,0.561,30
8928308d4b7ffff,woodland,0.515,10
8928308d4bbffff,grassland,0.73,30
8928308d4c3ffff,grassland,0.682,30
8928308d4c7ffff,grassland,0.752,30
8928308d4cbffff,woodland,0.676,10
8928308d4cfffff,grassland,0.813,30
8928308d4d3ffff,grassland,0.599,30
8928308d4d7ffff,woodland,0.859,10
8928308d4dbffff,grassland,0.945,30
8928308d503ffff,grassland,0.855,30
8928308d507ffff,grassland,0.74,30
8928308d50bffff,grassland,0.519,30
8928308d50fffff,woodland,0.765,10
8928308d513ffff,grassland,0.59,30
8928308d517ffff,woodland,0.67,10
8928308d51bffff,grassland,0.676,30
8928308d523ffff,grassland,0.936,30
8928308d527ffff,grassland,0.496,30
8928308d52bffff,grassland,0.563,30
8928308d52fffff,woodland,0.67,10
8928308d533ffff,woodland,0.515,10
8928308d537ffff,woodland,0.719,10
8928308d53bffff,grassland,0.616,30
8928308d543ffff,grassland,0.844,30
8928308d547ffff,grassland,0.726,30
8928308d54bffff,woodland,0.522,10
8928308d54fffff,grassland,0.508,30
8928308d553ffff,grassland,0.512,30
8928308d557ffff,grassland,0.92,30
8928308d55bffff,grassland,0.672,30
8928308d563ffff,woodland,0.578,10
8928308d567ffff,woodland,0.676,10
8928308d56bffff,woodland,0.502,10
8928308d56fffff,woodland,0.645,10
8928308d573ffff,woodland,0.797,10
8928308d577ffff,woodland,0.851,10
8928308d57bffff,woodland,0.619,10
8928308d583ffff,woodland,0.531,10
8928308d587ffff,developed,0.8,50
8928308d58bffff,woodland,0.677,10
8928308d58fffff,woodland,0.976,10
8928308d593ffff,developed,0.89,50
8928308d597ffff,developed,0.865,50
8928308d59bffff,woodland,0.944,10
8928308d5a3ffff,developed,0.544,50
8928308d5a7ffff,developed,0.768,50
8928308d5abffff,woodland,0.927,10
8928308d5afffff,woodland,0.92,10
8928308d5b3ffff,developed,0.737,50
8928308d5b7ffff,developed,0.791,50
8928308d5bbffff,woodland,0.858,10
8928308d5c3ffff,woodland,0.516,10
8928308d5c7ffff,woodland,0.952,10
8928308d5cbffff,grassland,0.544,30
8928308d5cfffff,woodland,0.878,10
8928308d5d3ffff,grassland,0.917,30
8928308d5d7ffff,grassland,0.521,30
8928308d5dbffff,grassland,0.994,30
8928308d607ffff,grassland,0.601,30
8928308d623ffff,woodland,0.786,10
8928308d627ffff,woodland,0.575,10
8928308d62bffff,woodland,0.996,10
8928308d62fffff,woodland,0.98,10
8928308d633ffff,woodland,0.506,10
8928308d637ffff,woodland,0.746,10
8928308d63bffff,woodland,0.71,10
8928308d643ffff,woodland,0.634,10
8928308d647ffff,woodland,0.935,10
8928308d64bffff,grassland,0.875,30
8928308d64fffff,developed,0.491,50
8928308d657ffff,woodland,0.788,10
8928308d663ffff,woodland,0.491,10
8928308d667ffff,woodland,0.739,10
8928308d66bffff,developed,0.834,50
8928308d66fffff,developed,0.819,50
8928308d673ffff,woodland,1.0,10
8928308d67bffff,developed,0.572,50
8928308d683ffff,woodland,0.474,10
8928308d687ffff,woodland,0.849,10
8928308d697ffff,grassland,0.786,30
8928308d6a3ffff,woodland,0.717,10
8928308d6a7ffff,woodland,0.553,10
8928308d6abffff,woodland,0.569,10
8928308d6afffff,woodland,0.727,10
8928308d6b3ffff,woodland,0.8,10
8928308d6b7ffff,developed,0.484,50
8928308d6bbffff,woodland,0.68,10
8928308d803ffff,open water,1.0,80
8928308d807ffff,open water,1.0,80
8928308d80bffff,open water,1.0,80
8928308d80fffff,open water,1.0,80
8928308d813ffff,open water,0.36,80
8928308d817ffff,open water,0.622,80
8928308d81bffff,open water,0.628,80
8928308d823ffff,open water,1.0,80
8928308d827ffff,open water,1.0,80
8928308d82bffff,open water,1.0,80
8928308d82fffff,open water,1.0,80
8928308d833ffff,open water,1.0,80
8928308d837ffff,open water,1.0,80
8928308d83bffff,open water,1.0,80
8928308d843ffff,open water,0.585,80
8928308d847ffff,open water,1.0,80
8928308d84bffff,open water,0.337,80
8928308d84fffff,open water,1.0,80
8928308d853ffff,developed,0.772,50
8928308d857ffff,open water,0.688,80
8928308d85bffff,developed,0.864,50
8928308d863ffff,open water,1.0,80
8928308d867ffff,open water,1.0,80
8928308d86bffff,open water,1.0,80
8928308d86fffff,open water,1.0,80
8928308d873ffff,open water,1.0,80
8928308d877ffff,open water,1.0,80
8928308d87bffff,open water,1.0,80
8928308d883ffff,developed,0.55,50
8928308d887ffff,developed,0.81,50
8928308d88bffff,developed,0.937,50
8928308d88fffff,developed,0.477,50
8928308d893ffff,developed,0.509,50
8928308d897ffff,grassland,0.469,30
8928308d89bffff,developed,0.884,50
8928308d8a3ffff,woodland,0.387,10
8928308d8a7ffff,woodland,0.579,10
8928308d8abffff,open water,0.75,80
8928308d8afffff,open water,0.575,80
8928308d8b3ffff,developed,0.707,50
8928308d8b7ffff,developed,0.78,50
8928308d8bbffff,bare ground,0.253,60
8928308d8c3ffff,developed,0.871,50
8928308d8c7ffff,grassland,0.459,30
8928308d8cbffff,developed,0.507,50
8928308d8cfffff,developed,0.532,50
8928308d8d3ffff,developed,0.873,50
8928308d8d7ffff,developed,0.914,50
8928308d8dbffff,developed,0.748,50
8928308d903ffff,open water,1.0,80
8928308d907ffff,open water,1.0,80
8928308d90bffff,open water,1.0,80
8928308d90fffff,open water,1.0,80
8928308d913ffff,open water,1.0,80
8928308d917ffff,open water,0.986,80
8928308d91bffff,open water,1.0,80
8928308d923ffff,open water,1.0,80
8928308d927ffff,open water,1.0,80
8928308d92bffff,open water,1.0,80
8928308d92fffff,open water,1.0,80
8928308d933ffff,open water,1.0,80
8928308d937ffff,open water,1.0,80
8928308d93bffff,open water,1.0,80
8928308d943ffff,open water,1.0,80
8928308d947ffff,open water,1.0,80
8928308d94bffff,open water,1.0,80
8928308d94fffff,open water,1.0,80
8928308d953ffff,open water,1.0,80
8928308d957ffff,open water,1.0,80
8928308d95bffff,open water,1.0,80
8928308d963ffff,open water,1.0,80
8928308d967ffff,open water,1.0,80
8928308d96bffff,open water,1.0,80
8928308d96fffff,open water,1.0,80
8928308d973ffff,open water,1.0,80
8928308d977ffff,open water,1.0,80
8928308d97bffff,open water,1.0,80
8928308d983ffff,grassland,0.586,30
8928308d987ffff,woodland,0.931,10
8928308d98bffff,grassland,0.458,30
8928308d98fffff,grassland,0.47,30
8928308d993ffff,woodland,0.671,10
8928308d997ffff,woodland,0.887,10
8928308d99bffff,woodland,0.503,10
8928308d9a3ffff,open water,0.986,80
8928308d9a7ffff,open water,1.0,80
8928308d9abffff,open water,0.73,80
8928308d9afffff,open water,1.0,80
8928308d9b3ffff,open water,0.795,80
8928308d9b7ffff,open water,1.0,80
8928308d9bbffff,woodland,0.52,10
8928308d9c3ffff,open water,0.637,80
8928308d9c7ffff,open water,0.695,80
8928308d9cbffff,open water,1.0,80
8928308d9cfffff,open water,1.0,80
8928308d9d3ffff,grassland,0.615,30
8928308d9d7ffff,grassland,0.571,30
8928308d9dbffff,open water,0.76,80
8928308da03ffff,open water,1.0,80
8928308da07ffff,open water,1.0,80
8928308da0bffff,open water,1.0,80
8928308da0fffff,open water,1.0,80
8928308da13ffff,open water,1.0,80
8928308da17ffff,open water,1.0,80
8928308da1bffff,open water,1.0,80
8928308da23ffff,open water,1.0,80
8928308da27ffff,open water,1.0,80
8928308da2bffff,open water,1.0,80
8928308da2fffff,open water,1.0,80
8928308da33ffff,open water,1.0,80
8928308da37ffff,open water,1.0,80
8928308da3bffff,open water,1.0,80
8928308da43ffff,open water,1.0,80
8928308da47ffff,open water,1.0,80
8928308da4bffff,open water,1.0,80
8928308da4fffff,open water,1.0,80
8928308da53ffff,open water,1.0,80
8928308da57ffff,open water,1.0,80
8928308da5bffff,open water,1.0,80
8928308da63ffff,open water,1.0,80
8928308da67ffff,open water,1.0,80
8928308da6bffff,open water,1.0,80
8928308da6fffff,open water,1.0,80
8928308da73ffff,open water,1.0,80
8928308da77ffff,open water,1.0,80
8928308da7bffff,open water,1.0,80
8928308da83ffff,developed,0.718,50
8928308da87ffff,grassland,0.482,30
8928308da8bffff,open water,0.753,80
8928308da8fffff,open water,0.904,80
8928308da93ffff,developed,0.689,50
8928308da97ffff,developed,0.956,50
8928308da9bffff,developed,0.711,50
8928308daa3ffff,open water,1.0,80
8928308daa7ffff,open water,1.0,80
8928308daabffff,open water,1.0,80
8928308daafffff,open water,1.0,80
8928308dab3ffff,open water,1.0,80
8928308dab7ffff,open water,1.0,80
8928308dabbffff,open water,1.0,80
8928308dac3ffff,open water,0.831,80
8928308dac7ffff,open water,1.0,80
8928308dacbffff,open water,0.834,80
8928308dacfffff,open water,1.0,80
8928308dad3ffff,developed,0.676,50
8928308dad7ffff,developed,0.388,50
8928308dadbffff,developed,0.479,50
8928308db03ffff,open water,1.0,80
8928308db07ffff,open water,1.0,80
8928308db0bffff,open water,1.0,80
8928308db0fffff,open water,1.0,80
8928308db13ffff,open water,1.0,80
8928308db17ffff,open water,1.0,80
8928308db1bffff,open water,1.0,80
8928308db23ffff,open water,1.0,80
8928308db27ffff,open water,1.0,80
8928308db2bffff,open water,1.0,80
8928308db2fffff,open water,1.0,80
8928308db33ffff,open water,1.0,80
8928308db37ffff,open water,1.0,80
8928308db3bffff,open water,1.0,80
8928308db43ffff,open water,1.0,80
8928308db47ffff,open water,1.0,80
8928308db4bffff,open water,1.0,80
8928308db4fffff,open water,1.0,80
8928308db53ffff,open water,1.0,80
8928308db57ffff,open water,1.0,80
8928308db5bffff,open water,1.0,80
8928308db63ffff,open water,1.0,80
8928308db67ffff,open water,1.0,80
8928308db6bffff,open water,1.0,80
8928308db6fffff,open water,1.0,80
8928308db73ffff,open water,1.0,80
8928308db77ffff,open water,1.0,80
8928308db7bffff,open water,1.0,80
8928308db83ffff,open water,1.0,80
8928308db87ffff,open water,1.0,80
8928308db8bffff,open water,1.0,80
8928308db8fffff,open water,1.0,80
8928308db93ffff,open water,1.0,80
8928308db97ffff,open water,1.0,80
8928308db9bffff,open water,1.0,80
8928308dba3ffff,open water,1.0,80
8928308dba7ffff,open water,1.0,80
8928308dbabffff,open water,1.0,80
8928308dbafffff,open water,1.0,80
8928308dbb3ffff,open water,1.0,80
8928308dbb7ffff,open water,1.0,80
8928308dbbbffff,open water,1.0,80
8928308dbc3ffff,open water,1.0,80
8928308dbc7ffff,open water,1.0,80
8928308dbcbffff,open water,1.0,80
8928308dbcfffff,open water,1.0,80
8928308dbd3ffff,open water,1.0,80
8928308dbd7ffff,open water,1.0,80
8928308dbdbffff,open water,1.0,80
8928308dc03ffff,developed,0.879,50
8928308dc07ffff,woodland,0.568,10
8928308dc0bffff,developed,0.5,50
8928308dc0fffff,developed,0.49,50
8928308dc13ffff,developed,0.841,50
8928308dc17ffff,developed,0.519,50
8928308dc1bffff,developed,0.992,50
8928308dc23ffff,developed,0.676,50
8928308dc27ffff,developed,0.529,50
8928308dc2bffff,developed,0.88,50
8928308dc2fffff,developed,0.631,50
8928308dc33ffff,grassland,0.388,30
8928308dc37ffff,developed,0.569,50
8928308dc3bffff,developed,0.493,50
8928308dc43ffff,developed,0.902,50
8928308dc47ffff,developed,0.538,50
8928308dc4bffff,developed,0.779,50
8928308dc4fffff,developed,0.704,50
8928308dc53ffff,woodland,0.364,10
8928308dc57ffff,developed,0.677,50
8928308dc5bffff,developed,0.78,50
8928308dc63ffff,developed,0.721,50
8928308dc67ffff,developed,0.692,50
8928308dc6bffff,developed,0.579,50
8928308dc6fffff,developed,0.855,50
8928308dc73ffff,developed,0.39,50
8928308dc77ffff,developed,0.871,50
8928308dc7bffff,developed,0.468,50
8928308dc83ffff,developed,0.791,50
8928308dc87ffff,developed,0.789,50
8928308dc8bffff,developed,0.983,50
8928308dc8fffff,developed,0.437,50
8928308dc93ffff,developed,0.674,50
8928308dc97ffff,developed,0.502,50
8928308dc9bffff,developed,0.664,50
8928308dca3ffff,developed,0.736,50
8928308dca7ffff,developed,0.631,50
8928308dcabffff,developed,0.685,50
8928308dcafffff,developed,0.439,50
8928308dcb3ffff,developed,0.591,50
8928308dcb7ffff,developed,0.701,50
8928308dcbbffff,developed,0.493,50
8928308dcc3ffff,developed,0.859,50
8928308dcc7ffff,developed,0.773,50
8928308dccbffff,developed,0.597,50
8928308dccfffff,developed,0.818,50
8928308dcd3ffff,developed,0.794,50
8928308dcd7ffff,developed,0.84,50
8928308dcdbffff,developed,0.551,50
8928308dd03ffff,grassland,0.433,30
8928308dd07ffff,open water,0.748,80
8928308dd0bffff,grassland,0.449,30
8928308dd0fffff,grassland,0.469,30
8928308dd13ffff,developed,0.39,50
8928308dd17ffff,open water,0.755,80
8928308dd1bffff,grassland,0.761,30
8928308dd23ffff,open water,0.586,80
8928308dd27ffff,open water,1.0,80
8928308dd2bffff,grassland,0.923,30
8928308dd2fffff,woodland,0.41,10
8928308dd33ffff,open water,1.0,80
8928308dd37ffff,open water,1.0,80
8928308dd3bffff,grassland,0.53,30
8928308dd43ffff,developed,0.476,50
8928308dd47ffff,developed,0.359,50
8928308dd4bffff,developed,0.664,50
8928308dd4fffff,developed,0.741,50
8928308dd53ffff,grassland,0.676,30
8928308dd57ffff,grassland,0.665,30
8928308dd5bffff,developed,0.675,50
8928308dd63ffff,developed,0.408,50
8928308dd67ffff,grassland,0.894,30
8928308dd6bffff,developed,0.475,50
8928308dd6fffff,woodland,0.771,10
8928308dd73ffff,developed,0.515,50
8928308dd77ffff,woodland,0.553,10
8928308dd7bffff,developed,0.926,50
8928308dd83ffff,grassland,0.957,30
8928308dd87ffff,open water,0.505,80
8928308dd8bffff,developed,0.579,50
8928308dd8fffff,grassland,0.498,30
8928308dd93ffff,grassland,0.844,30
8928308dd97ffff,grassland,0.788,30
8928308dd9bffff,developed,0.603,50
8928308dda3ffff,open water,1.0,80
8928308dda7ffff,open water,1.0,80
8928308ddabffff,open water,1.0,80
8928308ddafffff,open water,1.0,80
8928308ddb3ffff,open water,1.0,80
8928308ddb7ffff,open water,1.0,80
8928308ddbbffff,open water,0.955,80
8928308ddc3ffff,grassland,0.522,30
8928308ddc7ffff,developed,0.823,50
8928308ddcbffff,grassland,0.898,30
8928308ddcfffff,grassland,0.807,30
8928308ddd3ffff,developed,0.489,50
8928308ddd7ffff,developed,0.8,50
8928308dddbffff,developed,0.708,50
8928308de03ffff,developed,0.877,50
8928308de07ffff,developed,0.775,50
8928308de0bffff,developed,0.821,50
8928308de0fffff,developed,0.94,50
8928308de13ffff,developed,0.714,50
8928308de17ffff,developed,0.759,50
8928308de1bffff,developed,0.663,50
8928308de23ffff,developed,0.682,50
8928308de27ffff,developed,0.858,50
8928308de2bffff,developed,0.505,50
8928308de2fffff,developed,0.637,50
8928308de33ffff,developed,0.893,50
8928308de37ffff,developed,0.915,50
8928308de3bffff,developed,0.563,50
8928308de43ffff,developed,0.388,50
8928308de47ffff,developed,0.543,50
8928308de4bffff,woodland,0.549,10
8928308de4fffff,developed,0.568,50
8928308de53ffff,developed,0.514,50
8928308de57ffff,developed,0.757,50
8928308de5bffff,grassland,0.551,30
8928308de63ffff,developed,0.848,50
8928308de67ffff,developed,0.884,50
8928308de6bffff,developed,0.576,50
8928308de6fffff,developed,0.701,50
8928308de73ffff,developed,0.623,50
8928308de77ffff,developed,0.668,50
8928308de7bffff,developed,0.745,50
8928308de83ffff,developed,0.869,50
8928308de87ffff,developed,0.662,50
8928308de8bffff,developed,0.74,50
8928308de8fffff,developed,0.609,50
8928308de93ffff,developed,0.77,50
8928308de97ffff,developed,0.76,50
8928308de9bffff,developed,0.758,50
8928308dea3ffff,developed,0.865,50
8928308dea7ffff,developed,0.641,50
8928308deabffff,developed,0.835,50
8928308deafffff,developed,0.895,50
8928308deb3ffff,developed,0.857,50
8928308deb7ffff,developed,0.806,50
8928308debbffff,developed,0.688,50
8928308dec3ffff,developed,0.511,50
8928308dec7ffff,developed,0.81,50
8928308decbffff,developed,0.499,50
8928308decfffff,developed,0.825,50
8928308ded3ffff,developed,0.701,50
8928308ded7ffff,developed,0.803,50
8928308dedbffff,woodland,0.611,10
8928308e003ffff,open water,1.0,80
8928308e007ffff,open water,1.0,80
8928308e00bffff,open water,1.0,80
8928308e00fffff,open water,1.0,80
8928308e013ffff,open water,1.0,80
8928308e017ffff,open water,1.0,80
8928308e01bffff,open water,1.0,80
8928308e023ffff,open water,1.0,80
8928308e027ffff,open water,1.0,80
8928308e02bffff,open water,1.0,80
8928308e02fffff,open water,1.0,80
8928308e033ffff,open water,1.0,80
8928308e037ffff,open water,1.0,80
8928308e03bffff,open water,1.0,80
8928308e043ffff,open water,1.0,80
8928308e047ffff,open water,1.0,80
8928308e04bffff,open water,1.0,80
8928308e04fffff,open water,1.0,80
8928308e053ffff,open water,1.0,80
8928308e057ffff,open water,1.0,80
8928308e05bffff,open water,1.0,80
8928308e063ffff,open water,1.0,80
8928308e067ffff,open water,1.0,80
8928308e06bffff,open water,0.994,80
8928308e06fffff,open water,0.888,80
8928308e073ffff,open water,1.0,80
8928308e077ffff,open water,1.0,80
8928308e07bffff,open water,1.0,80
8928308e0c7ffff,open water,1.0,80
8928308e0cbffff,open water,1.0,80
8928308e0cfffff,open water,1.0,80
8928308e10bffff,open water,1.0,80
8928308e12bffff,open water,1.0,80
8928308e143ffff,open water,1.0,80
8928308e147ffff,open water,1.0,80
8928308e14bffff,open water,1.0,80
8928308e14fffff,open water,1.0,80
8928308e153ffff,open water,1.0,80
8928308e157ffff,open water,1.0,80
8928308e15bffff,open water,1.0,80
8928308e163ffff,open water,1.0,80
8928308e167ffff,open water,1.0,80
8928308e16bffff,open water,1.0,80
8928308e16fffff,open water,1.0,80
8928308e173ffff,open water,1.0,80
8928308e177ffff,open water,1.0,80
8928308e17bffff,open water,1.0,80
8928308e203ffff,open water,1.0,80
8928308e207ffff,open water,1.0,80
8928308e20bffff,open water,1.0,80
8928308e20fffff,open water,1.0,80
8928308e213ffff,open water,1.0,80
8928308e217ffff,open water,0.731,80
8928308e21bffff,open water,1.0,80
8928308e223ffff,open water,0.975,80
8928308e227ffff,open water,0.819,80
8928308e22bffff,open water,0.49,80
8928308e22fffff,developed,0.633,50
8928308e233ffff,open water,1.0,80
8928308e237ffff,open water,0.772,80
8928308e23bffff,open water,1.0,80
8928308e243ffff,open water,1.0,80
8928308e247ffff,open water,1.0,80
8928308e24bffff,open water,1.0,80
8928308e24fffff,open water,0.756,80
8928308e253ffff,open water,1.0,80
8928308e257ffff,open water,1.0,80
8928308e25bffff,open water,1.0,80
8928308e263ffff,open water,0.785,80
8928308e267ffff,open water,0.979,80
8928308e26bffff,developed,0.473,50
8928308e26fffff,open water,0.686,80
8928308e273ffff,open water,0.77,80
8928308e277ffff,open water,0.809,80
8928308e27bffff,developed,0.548,50
8928308e283ffff,open water,0.895,80
8928308e287ffff,open water,0.917,80
8928308e28bffff,open water,0.69,80
8928308e28fffff,woodland,0.47,10
8928308e293ffff,open water,1.0,80
8928308e297ffff,open water,1.0,80
8928308e29bffff,open water,1.0,80
8928308e2a3ffff,open water,0.823,80
8928308e2a7ffff,open water,0.971,80
8928308e2abffff,open water,0.957,80
8928308e2afffff,open water,1.0,80
8928308e2b3ffff,open water,1.0,80
8928308e2b7ffff,open water,1.0,80
8928308e2bbffff,open water,0.537,80
8928308e2c3ffff,open water,1.0,80
8928308e2c7ffff,open water,1.0,80
8928308e2cbffff,open water,1.0,80
8928308e2cfffff,open water,1.0,80
8928308e2d3ffff,open water,1.0,80
8928308e2d7ffff,open water,1.0,80
8928308e2dbffff,open water,1.0,80
8928308e303ffff,developed,0.621,50
8928308e307ffff,developed,0.439,50
8928308e30bffff,grassland,0.877,30
8928308e30fffff,grassland,0.647,30
8928308e313ffff,open water,0.757,80
8928308e317ffff,open water,0.561,80
8928308e31bffff,developed,0.825,50
8928308e323ffff,grassland,0.757,30
8928308e327ffff,open water,0.865,80
8928308e32bffff,grassland,0.659,30
8928308e32fffff,grassland,0.598,30
8928308e333ffff,grassland,0.422,30
8928308e337ffff,open water,0.699,80
8928308e33bffff,woodland,0.583,10
8928308e343ffff,developed,0.812,50
8928308e347ffff,developed,0.677,50
8928308e34bffff,open water,0.945,80
8928308e34fffff,developed,0.611,50
8928308e353ffff,developed,0.584,50
8928308e357ffff,developed,0.43,50
8928308e35bffff,open water,0.942,80
8928308e363ffff,developed,0.952,50
8928308e367ffff,developed,0.829,50
8928308e36bffff,developed,0.553,50
8928308e36fffff,open water,0.512,80
8928308e373ffff,woodland,0.484,10
8928308e377ffff,woodland,0.445,10
8928308e37bffff,developed,0.908,50
8928308e383ffff,open water,1.0,80
8928308e387ffff,open water,1.0,80
8928308e38bffff,open water,1.0,80
8928308e38fffff,open water,0.944,80
8928308e393ffff,open water,1.0,80
8928308e397ffff,open water,1.0,80
8928308e39bffff,open water,1.0,80
8928308e3a3ffff,open water,0.56,80
8928308e3a7ffff,open water,0.874,80
8928308e3abffff,grassland,0.544,30
8928308e3afffff,grassland,0.536,30
8928308e3b3ffff,open water,1.0,80
8928308e3b7ffff,open water,1.0,80
8928308e3bbffff,open water,0.825,80
8928308e3c3ffff,open water,0.504,80
8928308e3c7ffff,open water,0.673,80
8928308e3cbffff,developed,0.76,50
8928308e3cfffff,developed,0.951,50
8928308e3d3ffff,open water,0.981,80
8928308e3d7ffff,open water,1.0,80
8928308e3dbffff,open water,0.921,80
8928308e627ffff,open water,1.0,80
8928308e62bffff,open water,1.0,80
8928308e62fffff,open water,1.0,80
8928308e667ffff,open water,1.0,80
8928308e66bffff,open water,1.0,80
8928308e66fffff,open water,1.0,80
8928308e803ffff,open water,1.0,80
8928308e807ffff,open water,0.934,80
8928308e80bffff,open water,1.0,80
8928308e80fffff,open water,0.949,80
8928308e813ffff,open water,1.0,80
8928308e817ffff,open water,0.856,80
8928308e81bffff,open water,1.0,80
8928308e823ffff,open water,0.955,80
8928308e82bffff,open water,1.0,80
8928308e82fffff,open water,1.0,80
8928308e833ffff,open water,1.0,80
8928308e83bffff,open water,0.949,80
8928308e843ffff,open water,0.964,80
8928308e847ffff,open water,0.942,80
8928308e84bffff,open water,0.962,80
8928308e84fffff,open water,1.0,80
8928308e853ffff,open water,1.0,80
8928308e857ffff,open water,1.0,80
8928308e85bffff,open water,1.0,80
8928308e863ffff,open water,1.0,80
8928308e867ffff,open water,1.0,80
8928308e86bffff,open water,1.0,80
8928308e86fffff,open water,1.0,80
8928308e873ffff,open water,0.935,80
8928308e877ffff,open water,1.0,80
8928308e87bffff,open water,1.0,80
8928308e88bffff,open water,1.0,80
8928308e8c3ffff,open water,1.0,80
8928308e8c7ffff,open water,1.0,80
8928308e8cbffff,open water,1.0,80
8928308e8cfffff,open water,1.0,80
8928308e8d3ffff,open water,1.0,80
8928308e8d7ffff,open water,1.0,80
8928308e8dbffff,open water,1.0,80
8928308e94bffff,open water,1.0,80
8928308ea03ffff,woodland,0.654,10
8928308ea07ffff,woodland,0.589,10
8928308ea0bffff,woodland,0.549,10
8928308ea0fffff,woodland,0.412,10
8928308ea13ffff,grassland,0.406,30
8928308ea17ffff,woodland,0.564,10
8928308ea1bffff,developed,0.444,50
8928308ea23ffff,woodland,0.636,10
