h3,name,holc,access_min,access_km,street_m,access_src,access_snap_m,access_quality,inside_frac
8928308d2bbffff,Carriage Hills North NW 5,,42.5,3.4,0.0,routed,370.0,approach-review,1.0
8928308d2d3ffff,Carriage Hills North E,,69.6,5.57,608.0,routed,131.0,approach-review,0.633
8928308d2d7ffff,Carriage Hills North N,,65.3,5.23,405.0,routed,251.0,approach-review,0.871
8928308d303ffff,El Sobrante NE 8,,7.2,0.58,631.0,routed,152.0,approach-review,1.0
8928308d307ffff,El Sobrante NE 7,,6.2,0.5,515.0,routed,156.0,approach-review,1.0
8928308d30bffff,El Sobrante NE 12,,11.9,0.95,1360.0,routed,179.0,approach-review,1.0
8928308d30fffff,El Sobrante NE 11,,0.5,0.04,1214.0,routed,22.0,network-estimate,1.0
8928308d313ffff,El Sobrante NE 6,,13.4,1.07,643.0,routed,282.0,approach-review,1.0
8928308d317ffff,El Sobrante NE 5,,18.8,1.51,634.0,routed,153.0,approach-review,1.0
8928308d31bffff,El Sobrante NE 9,,10.8,0.87,1028.0,routed,137.0,approach-review,1.0
8928308d323ffff,El Sobrante N 10,,10.7,0.86,823.0,routed,23.0,network-estimate,1.0
8928308d327ffff,Pinole S 7,,12.8,1.02,526.0,routed,175.0,approach-review,1.0
8928308d32bffff,Westwood S 7,,2.9,0.23,915.0,routed,118.0,approach-review,1.0
8928308d32fffff,Pinole SE 6,,8.3,0.66,634.0,routed,113.0,approach-review,1.0
8928308d333ffff,El Sobrante N 6,,8.8,0.71,695.0,routed,160.0,approach-review,1.0
8928308d337ffff,El Sobrante N 7,,15.1,1.21,12.0,routed,276.0,approach-review,1.0
8928308d33bffff,El Sobrante NE 10,,4.7,0.38,975.0,routed,151.0,approach-review,1.0
8928308d343ffff,Westwood S 12,,19.9,1.6,1267.0,routed,184.0,approach-review,1.0
8928308d347ffff,Westwood S 11,,13.7,1.1,1172.0,routed,178.0,approach-review,1.0
8928308d34bffff,Westwood SE 9,,28.6,2.29,966.0,routed,119.0,approach-review,1.0
8928308d34fffff,Westwood SE 8,,20.2,1.62,38.0,routed,265.0,approach-review,1.0
8928308d353ffff,Carriage Hills North NW 21,,19.7,1.57,1113.0,routed,89.0,network-estimate,1.0
8928308d357ffff,El Sobrante NE 13,,14.8,1.19,1569.0,routed,140.0,approach-review,1.0
8928308d35bffff,Carriage Hills North NW 20,,25.0,2.0,909.0,routed,91.0,network-estimate,1.0
8928308d363ffff,Westwood S 6,,11.2,0.9,529.0,routed,282.0,approach-review,1.0
8928308d367ffff,Westwood S 5,,7.2,0.58,1055.0,routed,38.0,network-estimate,1.0
8928308d36bffff,Westwood S 4,,18.3,1.47,584.0,routed,122.0,approach-review,1.0
8928308d36fffff,Westwood S 3,,12.3,0.99,1041.0,routed,176.0,approach-review,1.0
8928308d373ffff,Westwood S 10,,9.0,0.72,1410.0,routed,68.0,network-estimate,1.0
8928308d377ffff,Westwood S 9,,5.6,0.44,1187.0,routed,89.0,network-estimate,1.0
8928308d37bffff,Westwood S 8,,15.1,1.21,500.0,routed,75.0,network-estimate,1.0
8928308d383ffff,El Sobrante E 2,,35.6,2.85,905.0,routed,97.0,network-estimate,1.0
8928308d387ffff,El Sobrante E,,28.5,2.28,1057.0,routed,166.0,approach-review,1.0
8928308d38bffff,El Sobrante E 3,,41.5,3.32,1295.0,routed,186.0,detour-review,1.0
8928308d38fffff,El Sobrante NE 3,,34.2,2.74,994.0,routed,122.0,approach-review,1.0
8928308d393ffff,El Sobrante SE 5,,34.3,2.74,1731.0,routed,146.0,approach-review,1.0
8928308d397ffff,El Sobrante SE 3,,29.9,2.39,1786.0,routed,113.0,approach-review,1.0
8928308d39bffff,El Sobrante E 4,,39.8,3.19,660.0,routed,128.0,approach-review,1.0
8928308d3a3ffff,El Sobrante N 2,,32.3,2.58,1140.0,routed,136.0,approach-review,1.0
8928308d3a7ffff,El Sobrante N 3,,31.0,2.48,1251.0,routed,126.0,approach-review,1.0
8928308d3abffff,El Sobrante NE 4,,38.0,3.04,1013.0,routed,139.0,detour-review,1.0
8928308d3afffff,El Sobrante N 4,,37.4,2.99,345.0,routed,175.0,detour-review,1.0
8928308d3b3ffff,El Sobrante NE,,27.8,2.22,1116.0,routed,52.0,network-estimate,1.0
8928308d3b7ffff,El Sobrante N,,27.9,2.23,1035.0,routed,59.0,network-estimate,1.0
8928308d3bbffff,El Sobrante NE 2,,31.6,2.53,853.0,routed,82.0,network-estimate,1.0
8928308d3c3ffff,El Sobrante E 8,,19.9,1.59,360.0,routed,285.0,approach-review,1.0
8928308d3c7ffff,El Sobrante E 6,,44.1,3.53,827.0,routed,109.0,detour-review,1.0
8928308d3cbffff,Carriage Hills North NW 19,,19.9,1.59,867.0,routed,104.0,approach-review,1.0
8928308d3cfffff,El Sobrante E 9,,16.0,1.28,748.0,routed,110.0,approach-review,1.0
8928308d3d3ffff,Carriage Hills North NW 16,,39.0,3.12,699.0,routed,78.0,network-estimate,1.0
8928308d3d7ffff,El Sobrante E 5,,45.1,3.61,1225.0,routed,227.0,approach-review,1.0
8928308d3dbffff,Carriage Hills North NW 15,,25.1,2.01,0.0,routed,231.0,approach-review,1.0
8928308d403ffff,East Richmond Heights E 30,,61.0,4.88,0.0,routed,257.0,approach-review,1.0
8928308d407ffff,East Richmond Heights E 26,,54.1,4.32,0.0,routed,189.0,approach-review,1.0
8928308d40bffff,Carriage Hills North SW 28,,61.0,4.88,0.0,routed,352.0,approach-review,1.0
8928308d40fffff,East Richmond Heights E 29,,56.5,4.52,0.0,routed,245.0,approach-review,1.0
8928308d413ffff,Kensington N 26,,67.7,5.41,0.0,routed,269.0,approach-review,1.0
8928308d417ffff,East Richmond Heights E 28,,62.7,5.01,0.0,routed,456.0,approach-review,1.0
8928308d41bffff,Carriage Hills South SW 20,,64.4,5.15,0.0,routed,72.0,network-estimate,1.0
8928308d423ffff,East Richmond Heights E 18,,45.9,3.67,0.0,routed,618.0,approach-review,1.0
8928308d427ffff,East Richmond Heights E 14,,41.7,3.33,0.0,routed,475.0,approach-review,1.0
8928308d42bffff,East Richmond Heights E 25,,58.1,4.64,0.0,routed,591.0,approach-review,1.0
8928308d42fffff,East Richmond Heights E 20,,43.7,3.5,0.0,routed,439.0,approach-review,1.0
8928308d433ffff,East Richmond Heights E 19,,54.3,4.34,0.0,routed,209.0,approach-review,1.0
8928308d437ffff,East Richmond Heights E 13,,46.3,3.7,0.0,routed,647.0,approach-review,1.0
8928308d43bffff,East Richmond Heights E 24,,54.4,4.35,0.0,routed,218.0,approach-review,1.0
8928308d443ffff,Carriage Hills South SW 13,,65.0,5.2,0.0,routed,467.0,approach-review,1.0
8928308d447ffff,Carriage Hills South SW 14,,64.2,5.13,0.0,routed,499.0,approach-review,1.0
8928308d44bffff,Carriage Hills South SW 10,,62.2,4.98,349.0,routed,27.0,network-estimate,0.996
8928308d44fffff,Carriage Hills South SW 11,,59.9,4.79,658.0,routed,321.0,approach-review,1.0
8928308d453ffff,Carriage Hills South SW 15,,71.6,5.73,0.0,routed,619.0,approach-review,0.477
8928308d457ffff,Carriage Hills South SW 16,,67.9,5.43,0.0,routed,424.0,approach-review,1.0
8928308d45bffff,Carriage Hills South SW 12,,67.6,5.41,0.0,routed,307.0,approach-review,0.378
8928308d463ffff,Carriage Hills North SW 23,,53.0,4.24,0.0,routed,478.0,approach-review,1.0
8928308d467ffff,Carriage Hills North SW 24,,52.6,4.21,0.0,routed,452.0,approach-review,1.0
8928308d46bffff,Carriage Hills North SW 18,,51.6,4.13,143.0,routed,218.0,approach-review,1.0
8928308d46fffff,Carriage Hills North SW 19,,48.8,3.9,175.0,routed,143.0,approach-review,1.0
8928308d473ffff,Carriage Hills North SW 26,,57.7,4.62,0.0,routed,661.0,approach-review,1.0
8928308d477ffff,Carriage Hills North SW 27,,57.6,4.61,0.0,routed,332.0,approach-review,1.0
8928308d47bffff,Carriage Hills North SW 21,,59.1,4.73,243.0,routed,349.0,approach-review,1.0
8928308d483ffff,Kensington N 20,,46.7,3.73,0.0,routed,785.0,approach-review,1.0
8928308d487ffff,El Cerrito NE 13,,47.5,3.8,0.0,routed,230.0,approach-review,1.0
8928308d48bffff,Kensington N 22,,71.5,5.72,0.0,routed,578.0,approach-review,1.0
8928308d48fffff,El Cerrito NE 14,,52.0,4.16,0.0,routed,587.0,approach-review,1.0
8928308d493ffff,Kensington N 15,,36.7,2.93,0.0,routed,675.0,approach-review,1.0
8928308d497ffff,El Cerrito NE 12,,38.6,3.09,0.0,routed,547.0,approach-review,1.0
8928308d49bffff,Kensington N 18,,56.7,4.54,0.0,routed,857.0,approach-review,1.0
8928308d4a3ffff,East Richmond Heights E 17,,51.9,4.15,0.0,routed,579.0,approach-review,1.0
8928308d4a7ffff,East Richmond Heights E 12,,53.5,4.28,0.0,routed,727.0,approach-review,1.0
8928308d4abffff,East Richmond Heights E 21,,56.8,4.55,0.0,routed,410.0,approach-review,1.0
8928308d4afffff,East Richmond Heights E 15,,58.2,4.66,0.0,routed,693.0,approach-review,1.0
8928308d4b3ffff,East Richmond Heights SE 14,,47.6,3.81,0.0,routed,235.0,approach-review,1.0
8928308d4b7ffff,East Richmond Heights SE 13,,42.4,3.39,0.0,routed,461.0,approach-review,1.0
8928308d4bbffff,East Richmond Heights E 23,,50.5,4.04,0.0,routed,468.0,approach-review,1.0
8928308d4c3ffff,Kensington N 24,,71.8,5.74,0.0,routed,654.0,approach-review,1.0
8928308d4c7ffff,Kensington N 25,,69.0,5.52,0.0,routed,356.0,approach-review,1.0
8928308d4cbffff,Carriage Hills South SW 18,,73.1,5.85,0.0,routed,769.0,approach-review,0.806
8928308d4cfffff,Carriage Hills South SW 19,,68.7,5.5,0.0,routed,420.0,approach-review,1.0
8928308d4d3ffff,Kensington N 19,,76.5,6.12,0.0,routed,920.0,approach-review,1.0
8928308d4d7ffff,Kensington N 21,,73.3,5.86,0.0,routed,719.0,approach-review,1.0
8928308d4dbffff,Kensington N 23,,75.9,6.08,0.0,routed,913.0,approach-review,1.0
8928308d503ffff,East Richmond Heights NE 3,,39.9,3.19,0.0,routed,344.0,approach-review,1.0
8928308d507ffff,East Richmond Heights NE 2,,41.3,3.31,0.0,routed,171.0,approach-review,1.0
8928308d50bffff,East Richmond Heights NE 6,,35.2,2.81,0.0,routed,316.0,approach-review,1.0
8928308d50fffff,East Richmond Heights NE 5,,23.1,1.85,104.0,routed,183.0,approach-review,1.0
8928308d513ffff,East Richmond Heights E 3,,43.1,3.45,0.0,routed,339.0,approach-review,1.0
8928308d517ffff,East Richmond Heights NE,,43.3,3.47,0.0,routed,331.0,approach-review,1.0
8928308d51bffff,East Richmond Heights NE 4,,38.9,3.12,0.0,routed,276.0,approach-review,1.0
8928308d523ffff,East Richmond Heights N 6,,32.2,2.57,0.0,routed,116.0,approach-review,1.0
8928308d527ffff,East Richmond Heights N 7,,27.0,2.16,513.0,routed,80.0,network-estimate,1.0
8928308d52bffff,East Richmond Heights N 8,,14.1,1.13,0.0,routed,259.0,approach-review,1.0
8928308d52fffff,East Richmond Heights N 9,,17.5,1.4,294.0,routed,197.0,approach-review,1.0
8928308d533ffff,East Richmond Heights N 3,,35.2,2.81,28.0,routed,99.0,network-estimate,1.0
8928308d537ffff,East Richmond Heights N 4,,30.6,2.44,0.0,routed,236.0,approach-review,1.0
8928308d53bffff,East Richmond Heights N 5,,36.7,2.93,0.0,routed,197.0,approach-review,1.0
8928308d543ffff,East Richmond Heights NE 12,,34.9,2.79,0.0,routed,292.0,approach-review,1.0
8928308d547ffff,East Richmond Heights NE 10,,29.1,2.33,0.0,routed,17.0,network-estimate,1.0
8928308d54bffff,East Richmond Heights NE 15,,34.6,2.77,0.0,routed,320.0,approach-review,1.0
8928308d54fffff,East Richmond Heights NE 14,,33.0,2.64,0.0,routed,186.0,approach-review,1.0
8928308d553ffff,East Richmond Heights E 11,,38.4,3.07,0.0,routed,210.0,approach-review,1.0
8928308d557ffff,East Richmond Heights NE 8,,33.7,2.69,0.0,routed,207.0,approach-review,1.0
8928308d55bffff,East Richmond Heights E 16,,39.4,3.16,0.0,routed,296.0,approach-review,1.0
8928308d563ffff,East Richmond Heights NE 11,,21.8,1.74,0.0,routed,174.0,approach-review,1.0
8928308d567ffff,East Richmond Heights N 12,,12.6,1.01,313.0,routed,346.0,approach-review,1.0
8928308d56bffff,El Sobrante S 14,,24.1,1.93,381.0,routed,203.0,approach-review,1.0
8928308d56fffff,El Sobrante S 13,,17.4,1.39,297.0,routed,142.0,approach-review,1.0
8928308d573ffff,East Richmond Heights NE 9,,23.3,1.87,0.0,routed,197.0,approach-review,1.0
8928308d577ffff,East Richmond Heights NE 7,,23.9,1.91,389.0,routed,246.0,approach-review,1.0
8928308d57bffff,East Richmond Heights NE 13,,25.2,2.01,0.0,routed,349.0,approach-review,1.0
8928308d583ffff,East Richmond Heights SE 2,,39.4,3.15,863.0,routed,165.0,approach-review,1.0
8928308d587ffff,East Richmond Heights SE,,35.8,2.87,1880.0,routed,86.0,network-estimate,1.0
8928308d58bffff,East Richmond Heights E 2,,42.2,3.37,0.0,routed,314.0,approach-review,1.0
8928308d58fffff,East Richmond Heights E,,41.4,3.31,0.0,routed,264.0,approach-review,1.0
8928308d593ffff,East Richmond Heights SE 3,,33.7,2.69,1926.0,routed,92.0,network-estimate,1.0
8928308d597ffff,East Richmond Heights S,,33.1,2.65,1904.0,routed,90.0,network-estimate,1.0
8928308d59bffff,East Richmond Heights SE 4,,37.9,3.03,97.0,routed,150.0,approach-review,1.0
8928308d5a3ffff,East Richmond Heights NW,,34.9,2.79,1179.0,routed,145.0,approach-review,1.0
8928308d5a7ffff,East Richmond Heights NW 2,,31.9,2.55,1408.0,routed,97.0,network-estimate,1.0
8928308d5abffff,East Richmond Heights N,,41.2,3.29,400.0,routed,146.0,approach-review,1.0
8928308d5afffff,East Richmond Heights N 2,,35.9,2.87,1098.0,routed,181.0,approach-review,1.0
8928308d5b3ffff,East Richmond Heights W,,34.0,2.72,1496.0,routed,82.0,network-estimate,1.0
8928308d5b7ffff,East Richmond N,,28.7,2.29,1622.0,routed,108.0,approach-review,1.0
8928308d5bbffff,East Richmond Heights,,38.8,3.1,556.0,routed,232.0,approach-review,1.0
8928308d5c3ffff,East Richmond Heights E 6,,44.6,3.57,0.0,routed,743.0,approach-review,1.0
8928308d5c7ffff,East Richmond Heights E 4,,43.4,3.47,0.0,routed,630.0,approach-review,1.0
8928308d5cbffff,East Richmond Heights E 9,,42.8,3.42,0.0,routed,563.0,approach-review,1.0
8928308d5cfffff,East Richmond Heights E 7,,40.2,3.21,0.0,routed,390.0,approach-review,1.0
8928308d5d3ffff,East Richmond Heights E 8,,44.0,3.52,0.0,routed,626.0,approach-review,1.0
8928308d5d7ffff,East Richmond Heights E 5,,42.3,3.38,0.0,routed,487.0,approach-review,1.0
8928308d5dbffff,East Richmond Heights E 10,,48.8,3.91,0.0,routed,850.0,approach-review,1.0
8928308d607ffff,Carriage Hills South SW 2,,67.1,5.37,0.0,routed,258.0,approach-review,0.243
8928308d623ffff,Carriage Hills North SW 5,,58.5,4.68,389.0,routed,357.0,approach-review,0.513
8928308d627ffff,Carriage Hills North SW 6,,58.1,4.65,583.0,routed,208.0,approach-review,1.0
8928308d62bffff,Carriage Hills North SW 2,,63.4,5.07,380.0,routed,350.0,approach-review,0.571
8928308d62fffff,Carriage Hills North SW 3,,57.0,4.56,0.0,routed,498.0,approach-review,1.0
8928308d633ffff,Carriage Hills North SW 7,,59.1,4.73,0.0,routed,307.0,approach-review,0.508
8928308d637ffff,Carriage Hills North SW 8,,54.0,4.32,869.0,routed,105.0,approach-review,0.791
8928308d63bffff,Carriage Hills North SW 4,,63.2,5.05,0.0,routed,330.0,approach-review,0.003
8928308d643ffff,Carriage Hills South SE 2,,81.6,6.53,0.0,routed,548.0,approach-review,0.586
8928308d647ffff,Carriage Hills South S,,79.9,6.39,0.0,routed,465.0,approach-review,0.595
8928308d64bffff,Carriage Hills South SE 3,,77.3,6.19,0.0,routed,376.0,approach-review,0.131
8928308d64fffff,Carriage Hills South SE,,77.3,6.19,497.0,routed,260.0,approach-review,0.919
8928308d657ffff,Carriage Hills South S 2,,81.2,6.5,0.0,routed,619.0,approach-review,0.034
8928308d663ffff,Carriage Hills South W,,72.4,5.8,799.0,routed,200.0,approach-review,0.649
8928308d667ffff,Carriage Hills North SW,,63.8,5.11,813.0,routed,203.0,approach-review,0.703
8928308d66bffff,Carriage Hills South N,,71.7,5.74,1868.0,routed,115.0,approach-review,1.0
8928308d66fffff,Carriage Hills North,,69.7,5.57,1459.0,routed,92.0,network-estimate,1.0
8928308d673ffff,Carriage Hills South SW,,77.1,6.16,0.0,routed,364.0,approach-review,0.041
8928308d67bffff,Carriage Hills South,,75.3,6.03,872.0,routed,242.0,approach-review,1.0
8928308d683ffff,Carriage Hills South SW 6,,71.5,5.72,0.0,routed,208.0,approach-review,0.024
8928308d687ffff,Carriage Hills South SW 7,,66.9,5.35,0.0,routed,158.0,approach-review,0.164
8928308d697ffff,Carriage Hills South SW 9,,67.0,5.36,0.0,routed,259.0,approach-review,0.31
8928308d6a3ffff,Carriage Hills South SW 5,,56.8,4.55,643.0,routed,170.0,approach-review,0.901
8928308d6a7ffff,Carriage Hills North SW 13,,51.2,4.1,731.0,routed,52.0,network-estimate,1.0
8928308d6abffff,Carriage Hills South SW 3,,63.3,5.06,0.0,routed,176.0,approach-review,0.087
8928308d6afffff,Carriage Hills North SW 10,,55.3,4.42,212.0,routed,205.0,approach-review,0.444
8928308d6b3ffff,Carriage Hills South SW 8,,62.2,4.98,467.0,routed,48.0,network-estimate,0.656
8928308d6b7ffff,Carriage Hills North SW 16,,55.3,4.42,605.0,routed,120.0,approach-review,1.0
8928308d6bbffff,Carriage Hills South SW 4,,62.0,4.96,97.0,routed,362.0,approach-review,0.114
8928308d803ffff,Tara Hills Mobile Manor NW 3,,53.2,4.26,0.0,routed,543.0,approach-review,1.0
8928308d807ffff,Tara Hills Mobile Manor NW 5,,80.8,6.47,0.0,routed,530.0,approach-review,1.0
8928308d80bffff,Tara Hills Mobile Manor NW 2,,51.5,4.12,0.0,routed,466.0,approach-review,1.0
8928308d80fffff,Tara Hills Mobile Manor NW 4,,55.8,4.46,0.0,routed,808.0,approach-review,1.0
8928308d813ffff,Tara Hills Mobile Manor W,,64.2,5.14,24.0,routed,226.0,approach-review,1.0
8928308d817ffff,Tara Hills Mobile Manor W 4,,77.9,6.23,0.0,routed,296.0,approach-review,1.0
8928308d81bffff,Tara Hills Mobile Manor NW,,48.6,3.89,0.0,routed,254.0,approach-review,1.0
8928308d823ffff,Tara Hills Mobile Manor NW 11,,86.3,6.9,0.0,routed,965.0,approach-review,1.0
8928308d827ffff,Tara Hills Mobile Manor NW 15,,110.9,8.87,0.0,routed,819.0,approach-review,1.0
8928308d82bffff,Tara Hills Mobile Manor NW 9,,89.1,7.13,0.0,routed,1190.0,approach-review,1.0
8928308d82fffff,Tara Hills Mobile Manor NW 14,,115.3,9.23,0.0,routed,1177.0,approach-review,1.0
8928308d833ffff,Tara Hills Mobile Manor NW 8,,81.9,6.55,0.0,routed,612.0,approach-review,1.0
8928308d837ffff,Tara Hills Mobile Manor NW 12,,108.4,8.67,0.0,routed,622.0,approach-review,1.0
8928308d83bffff,Tara Hills Mobile Manor NW 7,,84.9,6.79,0.0,routed,851.0,approach-review,1.0
8928308d843ffff,Tara Hills Mobile Manor N 3,,41.2,3.3,436.0,routed,278.0,approach-review,1.0
8928308d847ffff,Tara Hills Mobile Manor N 4,,45.9,3.67,0.0,routed,458.0,approach-review,1.0
8928308d84bffff,Tara Hills Mobile Manor NE 5,,39.2,3.14,528.0,routed,199.0,approach-review,1.0
8928308d84fffff,Tara Hills Mobile Manor N 6,,42.2,3.38,0.0,routed,440.0,approach-review,1.0
8928308d853ffff,Tara Hills Mobile Manor NE,,44.5,3.56,1236.0,routed,96.0,network-estimate,1.0
8928308d857ffff,Tara Hills Mobile Manor N 2,,45.4,3.63,308.0,routed,247.0,approach-review,1.0
8928308d85bffff,Tara Hills Mobile Manor NE 3,,35.7,2.86,1494.0,routed,56.0,network-estimate,1.0
8928308d863ffff,Tara Hills Mobile Manor N 8,,50.6,4.05,0.0,routed,1109.0,approach-review,1.0
8928308d867ffff,Tara Hills Mobile Manor NW 10,,57.1,4.57,0.0,routed,1367.0,approach-review,1.0
8928308d86bffff,Tara Hills Mobile Manor N 10,,47.7,3.82,0.0,routed,967.0,approach-review,1.0
8928308d86fffff,Tara Hills Mobile Manor N 11,,52.1,4.16,0.0,routed,1311.0,approach-review,1.0
8928308d873ffff,Tara Hills Mobile Manor N 5,,50.2,4.02,0.0,routed,806.0,approach-review,1.0
8928308d877ffff,Tara Hills Mobile Manor NW 6,,55.2,4.41,0.0,routed,1121.0,approach-review,1.0
8928308d87bffff,Tara Hills Mobile Manor N 7,,46.3,3.71,0.0,routed,769.0,approach-review,1.0
8928308d883ffff,San Marcos Apartments N 3,,61.4,4.91,467.0,routed,187.0,approach-review,1.0
8928308d887ffff,San Marcos Apartments N 4,,65.4,5.23,231.0,routed,142.0,approach-review,1.0
8928308d88bffff,Tara Hills Mobile Manor W 2,,62.5,5.0,1583.0,routed,243.0,approach-review,1.0
8928308d88fffff,Tara Hills Mobile Manor W 3,,65.8,5.26,665.0,routed,58.0,network-estimate,1.0
8928308d893ffff,San Marcos Apartments N,,58.9,4.71,1971.0,routed,41.0,network-estimate,1.0
8928308d897ffff,San Marcos Apartments N 2,,60.1,4.8,1351.0,routed,98.0,network-estimate,1.0
8928308d89bffff,San Marcos Apartments NE 2,,58.9,4.71,1596.0,routed,131.0,approach-review,1.0
8928308d8a3ffff,Tara Hills Mobile Manor W 7,,76.5,6.12,0.0,routed,203.0,approach-review,1.0
8928308d8a7ffff,Tara Hills Mobile Manor W 9,,78.2,6.26,0.0,routed,248.0,approach-review,1.0
8928308d8abffff,Tara Hills Mobile Manor W 6,,77.5,6.2,0.0,routed,260.0,approach-review,1.0
8928308d8afffff,Tara Hills Mobile Manor W 8,,80.4,6.43,0.0,routed,401.0,approach-review,1.0
8928308d8b3ffff,San Marcos Apartments NW 5,,74.6,5.97,380.0,routed,5.0,network-estimate,1.0
8928308d8b7ffff,San Marcos Apartments NW 8,,71.8,5.74,288.0,routed,75.0,network-estimate,1.0
8928308d8bbffff,Tara Hills Mobile Manor W 5,,75.5,6.04,0.0,routed,100.0,network-estimate,1.0
8928308d8c3ffff,Tara Hills Mobile Manor,,43.6,3.49,1752.0,routed,158.0,approach-review,1.0
8928308d8c7ffff,Montalvin Park,,61.1,4.89,966.0,routed,79.0,network-estimate,1.0
8928308d8cbffff,Tara Hills Mobile Manor E,,38.9,3.11,1450.0,routed,17.0,network-estimate,1.0
8928308d8cfffff,Tara Hills Mobile Manor N,,43.9,3.52,1158.0,routed,125.0,approach-review,1.0
8928308d8d3ffff,Tara Hills Mobile Manor S,,51.4,4.11,1750.0,routed,112.0,approach-review,1.0
8928308d8d7ffff,Tara Hills Mobile Manor SW,,56.1,4.49,1705.0,routed,155.0,approach-review,1.0
8928308d8dbffff,Tara Hills Mobile Manor SE,,43.4,3.47,1349.0,routed,202.0,approach-review,1.0
8928308d903ffff,Tara Hills Mobile Manor NW 37,,115.8,9.26,0.0,routed,584.0,approach-review,1.0
8928308d907ffff,Tara Hills Mobile Manor NW 45,,115.7,9.26,0.0,routed,475.0,approach-review,1.0
8928308d90bffff,Tara Hills Mobile Manor NW 32,,117.6,9.41,0.0,routed,922.0,approach-review,1.0
8928308d90fffff,Tara Hills Mobile Manor NW 39,,119.0,9.52,0.0,routed,839.0,approach-review,1.0
8928308d913ffff,Tara Hills Mobile Manor W 14,,109.9,8.79,0.0,routed,436.0,approach-review,1.0
