h3,land,land_frac,wc_code
8929aeb242bffff,developed,0.901,50
8929aeb242fffff,developed,0.972,50
8929aeb2433ffff,developed,0.959,50
8929aeb2437ffff,developed,0.981,50
8929aeb243bffff,developed,0.73,50
8929aeb2443ffff,grassland,0.826,30
8929aeb2447ffff,developed,0.663,50
8929aeb244bffff,cropland,0.61,40
8929aeb244fffff,cropland,0.509,40
8929aeb2453ffff,grassland,0.571,30
8929aeb2457ffff,grassland,0.603,30
8929aeb2463ffff,developed,0.958,50
8929aeb2467ffff,developed,0.759,50
8929aeb246bffff,developed,0.508,50
8929aeb246fffff,developed,0.459,50
8929aeb2473ffff,developed,0.345,50
8929aeb2477ffff,developed,0.634,50
8929aeb247bffff,bare ground,0.517,60
8929aeb2483ffff,developed,0.471,50
8929aeb2487ffff,developed,0.506,50
8929aeb248bffff,developed,0.535,50
8929aeb248fffff,developed,0.553,50
8929aeb249bffff,developed,0.671,50
8929aeb24a3ffff,developed,0.689,50
8929aeb24a7ffff,developed,0.952,50
8929aeb24abffff,developed,0.532,50
8929aeb24afffff,developed,0.919,50
8929aeb24b3ffff,developed,0.951,50
8929aeb24b7ffff,developed,0.978,50
8929aeb24bbffff,developed,0.722,50
8929aeb24c3ffff,cropland,0.569,40
8929aeb24c7ffff,cropland,0.425,40
8929aeb24cbffff,grassland,0.449,30
8929aeb24cfffff,bare ground,0.498,60
8929aeb24d3ffff,cropland,0.531,40
8929aeb24d7ffff,cropland,0.617,40
8929aeb24dbffff,cropland,0.669,40
8929aeb2503ffff,developed,0.948,50
8929aeb2507ffff,developed,0.948,50
8929aeb250bffff,developed,0.923,50
8929aeb250fffff,developed,0.975,50
8929aeb2513ffff,developed,0.489,50
8929aeb2517ffff,developed,0.512,50
8929aeb251bffff,developed,0.928,50
8929aeb2523ffff,developed,0.971,50
8929aeb2527ffff,developed,0.863,50
8929aeb252bffff,developed,0.979,50
8929aeb252fffff,developed,0.997,50
8929aeb2533ffff,developed,0.851,50
8929aeb2537ffff,developed,0.933,50
8929aeb253bffff,developed,0.952,50
8929aeb2543ffff,developed,0.81,50
8929aeb2547ffff,developed,0.837,50
8929aeb254bffff,developed,0.926,50
8929aeb254fffff,developed,0.951,50
8929aeb2553ffff,developed,0.89,50
8929aeb2557ffff,developed,0.827,50
8929aeb255bffff,developed,0.904,50
8929aeb2563ffff,developed,0.971,50
8929aeb2567ffff,developed,0.975,50
8929aeb256bffff,developed,0.85,50
8929aeb256fffff,developed,0.984,50
8929aeb2573ffff,developed,0.941,50
8929aeb2577ffff,developed,0.896,50
8929aeb257bffff,developed,0.899,50
8929aeb2583ffff,developed,0.978,50
8929aeb2587ffff,developed,0.879,50
8929aeb258bffff,bare ground,0.418,60
8929aeb258fffff,developed,0.839,50
8929aeb2593ffff,developed,0.633,50
8929aeb2597ffff,developed,0.987,50
8929aeb259bffff,grassland,0.555,30
8929aeb25a3ffff,bare ground,0.404,60
8929aeb25a7ffff,developed,0.806,50
8929aeb25abffff,developed,0.493,50
8929aeb25afffff,developed,0.946,50
8929aeb25b3ffff,developed,0.845,50
8929aeb25b7ffff,developed,0.782,50
8929aeb25bbffff,grassland,0.482,30
8929aeb25c3ffff,bare ground,0.576,60
8929aeb25c7ffff,grassland,0.491,30
8929aeb25cbffff,developed,0.525,50
8929aeb25cfffff,developed,0.633,50
8929aeb25d3ffff,developed,0.734,50
8929aeb25d7ffff,grassland,0.759,30
8929aeb25dbffff,developed,0.841,50
8929aeb2603ffff,bare ground,0.929,60
8929aeb2607ffff,bare ground,0.611,60
8929aeb260bffff,cropland,0.941,40
8929aeb260fffff,cropland,1.0,40
8929aeb2613ffff,cropland,0.732,40
8929aeb2617ffff,bare ground,0.635,60
8929aeb261bffff,cropland,0.83,40
8929aeb2623ffff,cropland,0.44,40
8929aeb2627ffff,grassland,0.876,30
8929aeb262fffff,cropland,0.5,40
8929aeb2633ffff,cropland,0.397,40
8929aeb2637ffff,cropland,0.673,40
8929aeb2643ffff,cropland,0.973,40
8929aeb2647ffff,cropland,1.0,40
8929aeb264bffff,cropland,1.0,40
8929aeb264fffff,cropland,0.913,40
8929aeb2653ffff,cropland,0.566,40
8929aeb2657ffff,cropland,0.993,40
8929aeb265bffff,cropland,1.0,40
8929aeb2663ffff,cropland,0.979,40
8929aeb2667ffff,bare ground,0.868,60
8929aeb266bffff,cropland,1.0,40
8929aeb266fffff,cropland,0.926,40
8929aeb2673ffff,cropland,0.993,40
8929aeb2677ffff,cropland,0.768,40
8929aeb267bffff,cropland,1.0,40
8929aeb2683ffff,woodland,0.383,10
8929aeb2687ffff,cropland,0.503,40
8929aeb268bffff,bare ground,0.378,60
8929aeb268fffff,grassland,0.403,30
8929aeb2693ffff,bare ground,0.799,60
8929aeb2697ffff,cropland,0.57,40
8929aeb269bffff,bare ground,0.423,60
8929aeb26a3ffff,bare ground,0.747,60
8929aeb26a7ffff,bare ground,0.657,60
8929aeb26abffff,bare ground,0.906,60
8929aeb26afffff,bare ground,0.504,60
8929aeb26b3ffff,bare ground,0.686,60
8929aeb26b7ffff,bare ground,0.733,60
8929aeb26bbffff,bare ground,0.507,60
8929aeb26c3ffff,cropland,0.447,40
8929aeb26c7ffff,cropland,0.812,40
8929aeb26cbffff,bare ground,0.781,60
8929aeb26cfffff,cropland,0.783,40
8929aeb26d3ffff,cropland,0.804,40
8929aeb26d7ffff,cropland,0.674,40
8929aeb26dbffff,cropland,0.645,40
8929aeb2803ffff,developed,0.898,50
8929aeb2807ffff,developed,0.944,50
8929aeb280bffff,developed,0.823,50
8929aeb280fffff,developed,0.959,50
8929aeb2813ffff,developed,0.878,50
8929aeb2817ffff,developed,0.915,50
8929aeb2823ffff,developed,0.932,50
8929aeb2827ffff,developed,0.788,50
8929aeb282bffff,developed,0.657,50
8929aeb282fffff,developed,0.936,50
8929aeb2833ffff,developed,0.958,50
8929aeb2837ffff,developed,0.824,50
8929aeb283bffff,developed,0.917,50
8929aeb2843ffff,developed,0.913,50
8929aeb2847ffff,developed,0.938,50
8929aeb284bffff,developed,0.914,50
8929aeb284fffff,developed,0.956,50
8929aeb2853ffff,developed,0.642,50
8929aeb2857ffff,developed,0.604,50
8929aeb285bffff,developed,0.594,50
8929aeb2863ffff,developed,0.699,50
8929aeb2867ffff,developed,0.569,50
8929aeb286bffff,developed,0.822,50
8929aeb286fffff,developed,0.932,50
8929aeb2873ffff,developed,0.706,50
8929aeb2877ffff,developed,0.692,50
8929aeb287bffff,developed,0.597,50
8929aeb2883ffff,grassland,0.506,30
8929aeb2887ffff,developed,0.607,50
8929aeb288bffff,developed,0.979,50
8929aeb288fffff,developed,0.88,50
8929aeb2893ffff,developed,0.865,50
8929aeb2897ffff,developed,0.644,50
8929aeb289bffff,developed,0.889,50
8929aeb28a3ffff,developed,0.578,50
8929aeb28a7ffff,developed,0.621,50
8929aeb28abffff,developed,0.949,50
8929aeb28afffff,developed,0.973,50
8929aeb28b3ffff,developed,0.478,50
8929aeb28b7ffff,developed,0.474,50
8929aeb28bbffff,developed,0.916,50
8929aeb28c3ffff,developed,0.944,50
8929aeb28c7ffff,developed,0.934,50
8929aeb28cbffff,developed,0.821,50
8929aeb28d7ffff,developed,0.842,50
8929aeb2903ffff,bare ground,0.463,60
8929aeb2907ffff,bare ground,0.609,60
8929aeb290bffff,bare ground,0.702,60
8929aeb290fffff,bare ground,0.469,60
8929aeb2913ffff,developed,0.59,50
8929aeb2917ffff,developed,0.42,50
8929aeb291bffff,developed,0.659,50
8929aeb2923ffff,bare ground,0.621,60
8929aeb2927ffff,developed,0.393,50
8929aeb292fffff,bare ground,0.997,60
8929aeb2933ffff,bare ground,0.54,60
8929aeb2937ffff,bare ground,0.699,60
8929aeb293bffff,bare ground,0.594,60
8929aeb2943ffff,developed,0.372,50
8929aeb2947ffff,bare ground,0.722,60
8929aeb294bffff,developed,0.392,50
8929aeb294fffff,bare ground,0.756,60
8929aeb2953ffff,developed,0.83,50
8929aeb2957ffff,developed,0.564,50
8929aeb295bffff,developed,0.702,50
8929aeb2963ffff,bare ground,0.622,60
8929aeb296bffff,bare ground,0.656,60
8929aeb2973ffff,bare ground,0.706,60
8929aeb2977ffff,bare ground,0.815,60
8929aeb297bffff,bare ground,0.4,60
8929aeb2983ffff,developed,0.765,50
8929aeb2987ffff,developed,0.659,50
8929aeb298bffff,developed,0.68,50
8929aeb298fffff,developed,0.883,50
8929aeb2993ffff,grassland,0.425,30
8929aeb2997ffff,developed,0.716,50
8929aeb299bffff,woodland,0.507,10
8929aeb29a3ffff,developed,0.837,50
8929aeb29a7ffff,bare ground,0.483,60
8929aeb29abffff,bare ground,0.515,60
8929aeb29afffff,bare ground,0.71,60
8929aeb29b3ffff,developed,0.806,50
8929aeb29b7ffff,developed,0.55,50
8929aeb29bbffff,developed,0.766,50
8929aeb29c3ffff,developed,0.844,50
8929aeb29c7ffff,developed,0.889,50
8929aeb29cbffff,developed,0.95,50
8929aeb29cfffff,developed,0.909,50
8929aeb29d3ffff,developed,0.596,50
8929aeb29d7ffff,developed,0.733,50
8929aeb29dbffff,developed,0.935,50
8929aeb2a03ffff,developed,0.92,50
8929aeb2a07ffff,developed,0.858,50
8929aeb2a0bffff,developed,0.736,50
8929aeb2a0fffff,developed,0.859,50
8929aeb2a13ffff,developed,0.913,50
8929aeb2a17ffff,developed,0.858,50
8929aeb2a1bffff,developed,0.482,50
8929aeb2a23ffff,developed,0.698,50
8929aeb2a27ffff,developed,0.932,50
8929aeb2a2bffff,developed,0.897,50
8929aeb2a2fffff,developed,0.643,50
8929aeb2a33ffff,developed,0.821,50
8929aeb2a37ffff,developed,0.922,50
8929aeb2a3bffff,developed,0.646,50
8929aeb2a43ffff,developed,0.969,50
8929aeb2a47ffff,developed,0.955,50
8929aeb2a4bffff,developed,0.948,50
8929aeb2a4fffff,developed,0.967,50
8929aeb2a53ffff,developed,0.96,50
8929aeb2a57ffff,developed,0.971,50
8929aeb2a5bffff,developed,0.98,50
8929aeb2a63ffff,developed,0.929,50
8929aeb2a67ffff,developed,0.918,50
8929aeb2a6bffff,developed,0.995,50
8929aeb2a6fffff,developed,0.95,50
8929aeb2a73ffff,developed,0.756,50
8929aeb2a77ffff,developed,0.893,50
8929aeb2a7bffff,developed,0.925,50
8929aeb2a83ffff,developed,0.823,50
8929aeb2a87ffff,developed,0.873,50
8929aeb2a8bffff,developed,0.832,50
8929aeb2a8fffff,developed,0.799,50
8929aeb2a93ffff,developed,0.876,50
8929aeb2a97ffff,developed,0.982,50
8929aeb2a9bffff,developed,0.927,50
8929aeb2aa3ffff,developed,0.789,50
8929aeb2aa7ffff,developed,0.799,50
8929aeb2aabffff,developed,0.924,50
8929aeb2aafffff,developed,0.936,50
8929aeb2ab3ffff,developed,0.937,50
8929aeb2ab7ffff,developed,0.878,50
8929aeb2abbffff,developed,0.925,50
8929aeb2ac3ffff,developed,0.959,50
8929aeb2ac7ffff,developed,0.878,50
8929aeb2acbffff,developed,0.972,50
8929aeb2acfffff,developed,0.919,50
8929aeb2ad3ffff,developed,0.954,50
8929aeb2ad7ffff,developed,0.854,50
8929aeb2adbffff,developed,0.923,50
8929aeb2b03ffff,bare ground,0.695,60
8929aeb2b07ffff,bare ground,0.768,60
8929aeb2b0bffff,bare ground,0.552,60
8929aeb2b0fffff,bare ground,0.605,60
8929aeb2b13ffff,bare ground,0.552,60
8929aeb2b17ffff,bare ground,0.826,60
8929aeb2b1bffff,grassland,0.335,30
8929aeb2b23ffff,bare ground,0.677,60
8929aeb2b27ffff,developed,0.639,50
8929aeb2b2bffff,developed,0.541,50
8929aeb2b2fffff,developed,0.576,50
8929aeb2b33ffff,bare ground,0.83,60
8929aeb2b37ffff,bare ground,0.621,60
8929aeb2b3bffff,bare ground,0.351,60
8929aeb2b43ffff,developed,0.749,50
8929aeb2b47ffff,developed,0.604,50
8929aeb2b4bffff,grassland,0.51,30
8929aeb2b4fffff,developed,0.41,50
8929aeb2b53ffff,developed,0.842,50
8929aeb2b57ffff,developed,0.455,50
8929aeb2b5bffff,developed,0.892,50
8929aeb2b63ffff,developed,0.799,50
8929aeb2b6bffff,developed,0.936,50
8929aeb2b6fffff,developed,0.762,50
8929aeb2b73ffff,developed,0.777,50
8929aeb2b77ffff,developed,0.787,50
8929aeb2b7bffff,developed,0.865,50
8929aeb2b83ffff,developed,0.603,50
8929aeb2b87ffff,developed,0.577,50
8929aeb2b8bffff,developed,0.843,50
8929aeb2b8fffff,developed,0.519,50
8929aeb2b93ffff,developed,0.829,50
8929aeb2b97ffff,developed,0.899,50
8929aeb2b9bffff,developed,0.769,50
8929aeb2ba3ffff,bare ground,0.527,60
8929aeb2ba7ffff,grassland,0.514,30
8929aeb2babffff,bare ground,0.681,60
8929aeb2bafffff,bare ground,0.712,60
8929aeb2bb3ffff,bare ground,0.851,60
8929aeb2bb7ffff,developed,0.493,50
8929aeb2bbbffff,bare ground,0.767,60
8929aeb2bc3ffff,developed,0.756,50
8929aeb2bc7ffff,developed,0.903,50
8929aeb2bcbffff,developed,0.897,50
8929aeb2bcfffff,developed,0.831,50
8929aeb2bd3ffff,developed,0.848,50
8929aeb2bd7ffff,developed,0.879,50
8929aeb2bdbffff,developed,0.963,50
8929aeb2c03ffff,developed,0.922,50
8929aeb2c07ffff,developed,0.862,50
8929aeb2c0bffff,developed,0.926,50
8929aeb2c0fffff,developed,0.791,50
8929aeb2c13ffff,developed,0.909,50
8929aeb2c17ffff,developed,0.952,50
8929aeb2c1bffff,developed,0.769,50
8929aeb2c23ffff,developed,0.985,50
8929aeb2c27ffff,developed,0.805,50
8929aeb2c2bffff,developed,0.985,50
8929aeb2c2fffff,developed,0.757,50
8929aeb2c33ffff,developed,0.966,50
8929aeb2c37ffff,developed,0.746,50
8929aeb2c3bffff,developed,0.938,50
8929aeb2c43ffff,developed,0.897,50
8929aeb2c47ffff,developed,0.95,50
8929aeb2c4bffff,developed,0.849,50
8929aeb2c4fffff,developed,0.937,50
8929aeb2c53ffff,developed,0.963,50
8929aeb2c57ffff,developed,0.936,50
8929aeb2c5bffff,developed,0.927,50
8929aeb2c63ffff,developed,0.954,50
8929aeb2c67ffff,developed,0.97,50
8929aeb2c6bffff,developed,0.991,50
8929aeb2c6fffff,developed,0.976,50
8929aeb2c73ffff,developed,0.984,50
8929aeb2c77ffff,developed,0.967,50
8929aeb2c7bffff,developed,0.932,50
8929aeb2c83ffff,developed,0.884,50
8929aeb2c87ffff,developed,0.984,50
8929aeb2c8bffff,developed,0.925,50
8929aeb2c8fffff,developed,0.888,50
8929aeb2c93ffff,developed,0.97,50
8929aeb2c97ffff,developed,0.948,50
8929aeb2c9bffff,developed,0.954,50
8929aeb2ca3ffff,developed,0.965,50
8929aeb2ca7ffff,developed,0.577,50
8929aeb2cabffff,developed,0.906,50
8929aeb2cafffff,developed,0.956,50
8929aeb2cb3ffff,developed,0.964,50
8929aeb2cb7ffff,developed,0.899,50
8929aeb2cbbffff,developed,0.958,50
8929aeb2cc3ffff,developed,0.546,50
8929aeb2cc7ffff,developed,0.804,50
8929aeb2ccbffff,developed,0.922,50
8929aeb2ccfffff,developed,0.923,50
8929aeb2cd3ffff,developed,0.687,50
8929aeb2cd7ffff,developed,0.701,50
8929aeb2cdbffff,developed,0.88,50
8929aeb2d03ffff,developed,0.919,50
8929aeb2d07ffff,developed,0.756,50
8929aeb2d0bffff,developed,0.917,50
8929aeb2d0fffff,developed,0.81,50
8929aeb2d13ffff,developed,0.946,50
8929aeb2d17ffff,developed,0.767,50
8929aeb2d1bffff,developed,0.547,50
8929aeb2d23ffff,grassland,0.405,30
8929aeb2d27ffff,developed,0.705,50
8929aeb2d2bffff,grassland,0.959,30
8929aeb2d2fffff,developed,0.685,50
8929aeb2d33ffff,developed,0.463,50
8929aeb2d37ffff,grassland,0.546,30
8929aeb2d3bffff,developed,0.544,50
8929aeb2d43ffff,developed,0.747,50
8929aeb2d47ffff,developed,0.486,50
8929aeb2d4bffff,developed,0.729,50
8929aeb2d4fffff,grassland,0.612,30
8929aeb2d53ffff,developed,0.509,50
8929aeb2d57ffff,grassland,0.724,30
8929aeb2d5bffff,developed,0.444,50
8929aeb2d63ffff,developed,0.718,50
8929aeb2d6bffff,developed,0.658,50
8929aeb2d6fffff,developed,0.571,50
8929aeb2d73ffff,developed,0.729,50
8929aeb2d7bffff,grassland,0.542,30
8929aeb2d83ffff,developed,0.856,50
8929aeb2d87ffff,developed,0.687,50
8929aeb2d8bffff,developed,0.838,50
8929aeb2d8fffff,developed,0.823,50
8929aeb2d93ffff,developed,0.89,50
8929aeb2d97ffff,developed,0.755,50
8929aeb2d9bffff,developed,0.879,50
8929aeb2da3ffff,developed,0.897,50
8929aeb2da7ffff,developed,0.91,50
8929aeb2dabffff,developed,0.804,50
8929aeb2dafffff,developed,0.822,50
8929aeb2db3ffff,developed,0.836,50
8929aeb2db7ffff,developed,0.849,50
8929aeb2dbbffff,developed,0.85,50
8929aeb2dc3ffff,developed,0.927,50
8929aeb2dc7ffff,developed,0.792,50
8929aeb2dcbffff,developed,0.892,50
8929aeb2dcfffff,developed,0.844,50
8929aeb2dd3ffff,developed,0.907,50
8929aeb2dd7ffff,developed,0.94,50
8929aeb2ddbffff,developed,0.984,50
8929aeb2e03ffff,developed,0.879,50
8929aeb2e13ffff,developed,0.962,50
8929aeb2e17ffff,developed,0.872,50
8929aeb2e1bffff,developed,0.92,50
8929aeb2e27ffff,developed,0.658,50
8929aeb2e2fffff,developed,0.856,50
8929aeb2e33ffff,developed,0.91,50
8929aeb2e43ffff,developed,0.923,50
8929aeb2e47ffff,developed,0.878,50
8929aeb2e4bffff,bare ground,0.495,60
8929aeb2e4fffff,developed,0.947,50
8929aeb2e53ffff,developed,0.919,50
8929aeb2e57ffff,developed,0.919,50
8929aeb2e5bffff,developed,0.462,50
8929aeb2e63ffff,developed,0.677,50
8929aeb2e67ffff,developed,0.918,50
8929aeb2e6bffff,developed,0.85,50
8929aeb2e6fffff,developed,0.888,50
8929aeb2e7bffff,developed,0.949,50
8929aeb2e83ffff,developed,0.916,50
8929aeb2e87ffff,developed,0.979,50
8929aeb2e8bffff,developed,0.898,50
8929aeb2e8fffff,developed,0.964,50
8929aeb2e93ffff,developed,0.852,50
8929aeb2e97ffff,developed,0.949,50
8929aeb2e9bffff,developed,0.756,50
8929aeb2ea3ffff,developed,0.786,50
8929aeb2ea7ffff,developed,0.943,50
8929aeb2eabffff,developed,0.857,50
8929aeb2eafffff,developed,0.844,50
8929aeb2eb3ffff,developed,0.867,50
8929aeb2eb7ffff,developed,0.952,50
8929aeb2ebbffff,developed,0.998,50
8929aeb2ec3ffff,developed,0.907,50
8929aeb2ec7ffff,developed,0.954,50
8929aeb2ecfffff,developed,0.912,50
8929aeb2ed3ffff,developed,0.849,50
8929aeb2ed7ffff,developed,0.909,50
8929aeb3023ffff,bare ground,0.383,60
8929aeb3027ffff,bare ground,0.638,60
8929aeb302bffff,developed,0.381,50
8929aeb302fffff,cropland,0.607,40
8929aeb3033ffff,bare ground,0.355,60
8929aeb3037ffff,bare ground,0.889,60
8929aeb3063ffff,grassland,0.501,30
8929aeb3067ffff,cropland,0.549,40
8929aeb306bffff,cropland,0.438,40
8929aeb306fffff,cropland,1.0,40
8929aeb30afffff,grassland,0.324,30
8929aeb3103ffff,cropland,0.648,40
8929aeb3107ffff,cropland,0.538,40
8929aeb310bffff,bare ground,0.707,60
8929aeb310fffff,cropland,0.851,40
8929aeb3113ffff,cropland,0.629,40
8929aeb3117ffff,cropland,0.642,40
8929aeb311bffff,grassland,0.592,30
8929aeb3123ffff,grassland,0.493,30
8929aeb3127ffff,grassland,0.953,30
8929aeb312bffff,cropland,0.699,40
8929aeb312fffff,grassland,0.517,30
8929aeb3133ffff,open water,0.906,80
8929aeb3137ffff,open water,0.816,80
8929aeb313bffff,cropland,0.507,40
8929aeb3143ffff,cropland,0.996,40
8929aeb3147ffff,cropland,0.999,40
8929aeb314bffff,cropland,0.95,40
8929aeb314fffff,cropland,0.709,40
8929aeb3153ffff,cropland,0.572,40
8929aeb3157ffff,cropland,0.978,40
8929aeb315bffff,cropland,0.992,40
8929aeb3163ffff,cropland,0.888,40
8929aeb3167ffff,cropland,0.76,40
8929aeb316bffff,developed,0.926,50
8929aeb316fffff,bare ground,0.692,60
8929aeb3173ffff,cropland,0.99,40
8929aeb3177ffff,cropland,0.964,40
8929aeb317bffff,bare ground,0.549,60
8929aeb3183ffff,grassland,0.683,30
8929aeb3187ffff,grassland,0.439,30
8929aeb318bffff,grassland,0.972,30
8929aeb318fffff,grassland,0.559,30
8929aeb3193ffff,cropland,0.69,40
8929aeb3197ffff,cropland,0.996,40
8929aeb319bffff,cropland,0.679,40
8929aeb31a3ffff,open water,0.914,80
8929aeb31a7ffff,open water,0.723,80
8929aeb31abffff,open water,0.912,80
8929aeb31afffff,open water,0.946,80
8929aeb31b3ffff,open water,0.422,80
8929aeb31b7ffff,open water,0.651,80
8929aeb31bbffff,grassland,0.483,30
8929aeb31c3ffff,cropland,0.985,40
8929aeb31c7ffff,grassland,0.785,30
8929aeb31cbffff,bare ground,0.735,60
8929aeb31cfffff,cropland,0.979,40
8929aeb31d3ffff,bare ground,0.562,60
8929aeb31d7ffff,grassland,0.567,30
8929aeb31dbffff,bare ground,0.661,60
8929aeb3327ffff,developed,0.665,50
8929aeb3337ffff,developed,0.653,50
8929aeb3383ffff,developed,0.763,50
8929aeb3387ffff,grassland,0.422,30
8929aeb338bffff,cropland,0.485,40
8929aeb338fffff,developed,0.666,50
8929aeb3393ffff,bare ground,0.338,60
8929aeb3397ffff,cropland,0.757,40
8929aeb339bffff,cropland,0.887,40
8929aeb33a3ffff,developed,0.701,50
8929aeb33a7ffff,developed,0.976,50
8929aeb33afffff,developed,0.763,50
8929aeb33b3ffff,developed,0.351,50
8929aeb33b7ffff,developed,0.754,50
8929aeb33c3ffff,cropland,0.283,40
8929aeb33c7ffff,developed,0.785,50
8929aeb33d3ffff,cropland,0.547,40
8929aeb33d7ffff,cropland,0.92,40
8929aeb3503ffff,cropland,0.836,40
8929aeb3507ffff,cropland,0.905,40
8929aeb350bffff,cropland,0.687,40
8929aeb350fffff,cropland,0.959,40
8929aeb3513ffff,cropland,1.0,40
8929aeb3517ffff,cropland,0.989,40
8929aeb351bffff,cropland,0.686,40
8929aeb3523ffff,cropland,0.998,40
8929aeb3527ffff,cropland,0.922,40
8929aeb352bffff,cropland,0.978,40
8929aeb352fffff,cropland,0.999,40
8929aeb3533ffff,cropland,0.989,40
8929aeb3537ffff,cropland,0.978,40
8929aeb353bffff,cropland,0.997,40
8929aeb3563ffff,cropland,0.845,40
8929aeb3567ffff,cropland,0.924,40
8929aeb356fffff,cropland,0.773,40
8929aeb3573ffff,cropland,0.762,40
8929aeb3577ffff,cropland,0.983,40
8929aeb3583ffff,cropland,0.999,40
8929aeb3587ffff,cropland,1.0,40
8929aeb358bffff,cropland,0.988,40
8929aeb358fffff,cropland,0.998,40
8929aeb3593ffff,cropland,0.753,40
8929aeb3597ffff,cropland,0.999,40
8929aeb359bffff,cropland,0.768,40
8929aeb35a3ffff,cropland,0.996,40
8929aeb35a7ffff,cropland,0.925,40
8929aeb35abffff,cropland,0.932,40
8929aeb35afffff,cropland,0.855,40
8929aeb35b3ffff,cropland,1.0,40
8929aeb35b7ffff,cropland,1.0,40
8929aeb35bbffff,cropland,1.0,40
8929aeb35c7ffff,cropland,0.687,40
8929aeb35d7ffff,cropland,0.459,40
8929aeb4003ffff,grassland,0.44,30
8929aeb4007ffff,grassland,0.539,30
8929aeb400fffff,cropland,0.793,40
8929aeb4013ffff,bare ground,0.566,60
8929aeb4017ffff,grassland,0.896,30
8929aeb4033ffff,cropland,0.799,40
8929aeb4043ffff,cropland,0.795,40
8929aeb4053ffff,cropland,0.837,40
8929aeb4057ffff,grassland,0.347,30
8929aeb405bffff,cropland,0.854,40
8929aeb4083ffff,cropland,0.696,40
8929aeb4087ffff,cropland,0.567,40
8929aeb408bffff,grassland,0.653,30
8929aeb408fffff,grassland,0.682,30
8929aeb4093ffff,cropland,0.452,40
8929aeb4097ffff,cropland,0.902,40
8929aeb409bffff,grassland,0.775,30
8929aeb40a3ffff,grassland,0.952,30
8929aeb40a7ffff,grassland,0.962,30
8929aeb40abffff,grassland,0.908,30
8929aeb40afffff,grassland,0.595,30
8929aeb40b3ffff,grassland,0.467,30
8929aeb40b7ffff,grassland,0.954,30
8929aeb40bbffff,grassland,0.848,30
8929aeb40c3ffff,bare ground,0.492,60
8929aeb40cbffff,cropland,0.932,40
8929aeb40cfffff,bare ground,0.752,60
8929aeb40d3ffff,grassland,0.621,30
8929aeb40d7ffff,bare ground,0.477,60
8929aeb40dbffff,grassland,0.465,30
8929aeb4183ffff,woodland,0.332,10
8929aeb4187ffff,developed,0.664,50
8929aeb4193ffff,woodland,0.968,10
8929aeb4197ffff,woodland,0.906,10
8929aeb419bffff,woodland,0.871,10
8929aeb41d3ffff,grassland,0.619,30
8929aeb41d7ffff,cropland,0.553,40
8929aeb41dbffff,cropland,0.459,40
8929aeb4293ffff,woodland,0.5,10
8929aeb4297ffff,cropland,0.673,40
8929aeb429bffff,grassland,0.683,30
8929aeb42d3ffff,bare ground,0.644,60
8929aeb4403ffff,developed,0.722,50
8929aeb4407ffff,cropland,0.899,40
8929aeb440bffff,developed,0.728,50
8929aeb440fffff,developed,0.341,50
8929aeb4413ffff,developed,0.876,50
8929aeb4417ffff,cropland,0.954,40
8929aeb441bffff,developed,0.663,50
8929aeb4423ffff,woodland,0.844,10
8929aeb4427ffff,woodland,0.958,10
8929aeb442bffff,woodland,0.55,10
8929aeb442fffff,woodland,0.561,10
8929aeb4433ffff,cropland,0.437,40
8929aeb4437ffff,woodland,0.828,10
8929aeb443bffff,woodland,0.753,10
8929aeb4443ffff,developed,0.972,50
8929aeb4447ffff,developed,0.504,50
8929aeb444bffff,developed,0.961,50
8929aeb444fffff,developed,0.984,50
8929aeb4453ffff,developed,0.887,50
8929aeb4457ffff,developed,0.846,50
8929aeb445bffff,developed,0.93,50
8929aeb4463ffff,cropland,0.691,40
8929aeb4467ffff,cropland,0.398,40
8929aeb446bffff,cropland,0.427,40
8929aeb446fffff,grassland,0.661,30
8929aeb4473ffff,cropland,0.62,40
8929aeb4477ffff,cropland,0.562,40
8929aeb447bffff,cropland,0.351,40
8929aeb4483ffff,bare ground,0.624,60
8929aeb4487ffff,cropland,0.725,40
8929aeb448bffff,developed,0.952,50
8929aeb448fffff,cropland,0.608,40
8929aeb4493ffff,cropland,0.567,40
8929aeb4497ffff,cropland,0.913,40
8929aeb449bffff,developed,0.405,50
8929aeb44a3ffff,cropland,0.919,40
8929aeb44a7ffff,cropland,0.77,40
8929aeb44abffff,cropland,1.0,40
8929aeb44afffff,cropland,0.993,40
8929aeb44b3ffff,cropland,0.597,40
8929aeb44b7ffff,cropland,0.852,40
8929aeb44bbffff,cropland,0.934,40
8929aeb44c3ffff,developed,0.545,50
8929aeb44c7ffff,developed,0.976,50
8929aeb44cbffff,developed,0.819,50
8929aeb44cfffff,developed,0.876,50
8929aeb44d3ffff,developed,0.958,50
8929aeb44d7ffff,developed,0.981,50
8929aeb44dbffff,developed,0.819,50
8929aeb4503ffff,woodland,0.956,10
8929aeb4507ffff,woodland,0.815,10
8929aeb450bffff,woodland,0.978,10
8929aeb450fffff,woodland,0.999,10
8929aeb4513ffff,woodland,0.79,10
8929aeb4517ffff,woodland,0.804,10
8929aeb451bffff,woodland,0.984,10
8929aeb4523ffff,woodland,0.738,10
8929aeb4527ffff,woodland,0.679,10
8929aeb452bffff,woodland,0.875,10
8929aeb452fffff,woodland,0.988,10
8929aeb4533ffff,woodland,0.759,10
